account_id,emb_0,emb_1,emb_2,emb_3,emb_4,emb_5,emb_6,emb_7,emb_8,emb_9,emb_10,emb_11,emb_12,emb_13,emb_14,emb_15,emb_16,emb_17,emb_18,emb_19,emb_20,emb_21,emb_22,emb_23,emb_24,emb_25,emb_26,emb_27,emb_28,emb_29,emb_30,emb_31,emb_32,emb_33,emb_34,emb_35,emb_36,emb_37,emb_38,emb_39,emb_40,emb_41,emb_42,emb_43,emb_44,emb_45,emb_46,emb_47,emb_48,emb_49,emb_50,emb_51,emb_52,emb_53,emb_54,emb_55,emb_56,emb_57,emb_58,emb_59,emb_60,emb_61,emb_62,emb_63
8021008F0,-0.43002853,-0.20338264,-0.37735745,-0.44852787,-0.79972416,-1.6196588,-0.11662762,0.96516186,-0.41880736,1.2496705,0.50281626,1.0018194,0.13470836,-0.1310551,-1.7207831,-0.85394704,0.7519816,-0.628429,1.4424281,0.10380845,0.0013096486,-0.32480428,-0.9768753,-1.2149998,0.1996769,1.8989072,0.2020468,1.4108266,-0.6968971,-1.5336976,-0.3224097,0.5529916,-0.6473027,0.18820623,-0.40603137,-0.28272775,-0.9716381,0.3983231,0.1427329,0.13071117,0.75136095,-1.3266337,0.73389167,0.0543722,-0.77857333,0.6418966,0.7828283,-0.79955167,0.7617247,0.55863327,-0.25487626,-0.12765981,0.4028423,0.63137525,-0.044052258,-0.38131982,-0.15533169,-1.0358505,0.68470246,0.15028812,-0.442258,-0.27136064,1.0174457,-1.0581101
802111CD0,-0.4499636,-0.1604343,-0.04609898,-0.6438859,0.017213395,-1.4148147,0.14315519,0.13862391,-0.6894379,0.29138455,0.5178981,1.1203492,-0.06203797,0.57765347,-0.49003547,0.3818667,-0.12982011,-0.37360787,0.36973146,0.46254897,-0.71060187,-0.42351055,-1.3527118,-0.8111003,0.84758025,1.8034823,1.0038837,0.26435405,-1.323286,-0.20791411,-0.7397001,-0.2025048,0.07633352,-0.29539636,-0.654569,0.30420253,0.2088817,-0.7830958,-1.2085826,-0.06738289,-0.2719663,0.15341161,0.23298329,-0.6150171,-0.8195619,-0.31778535,1.1279955,-0.9318564,-0.37037092,0.29750127,-0.052155174,-0.12039339,0.36227712,1.3922362,0.3585621,-0.5965667,-0.67447567,-1.0968593,0.7747641,0.35524428,0.9187182,-0.008198527,0.011415082,0.01385445
802119C10,0.0031642113,0.01070993,0.012918262,-0.007306423,0.002858514,0.008671951,-0.0030241776,-0.010216171,0.0011450071,-0.013679298,0.0028500948,-0.008362491,-0.009388972,0.011520572,-0.00750689,0.001046557,-0.0049089175,0.009607738,-0.010948483,0.0020860098,-0.0011834428,0.013704985,-0.012691975,-0.007741373,0.0042568464,-0.01342541,0.002796419,-0.0060092714,0.014312146,-0.0017321687,0.012308149,-0.0052531753,-0.010190638,0.0015400015,0.014181061,0.0020405408,-0.007277947,-0.0056664553,-0.008168241,0.012819024,-0.011835843,-0.0039864536,-0.0046227723,0.0005386509,0.01454255,0.00032619946,-0.00374588,0.011699982,-0.011979282,0.0070269257,-0.01365893,-0.00722537,0.0027203877,0.0060799737,-0.01441719,-0.009278672,-0.012655033,0.015142839,-0.01511926,0.009022735,-0.015355434,-0.012843,0.015191726,0.011037206
802145270,0.1916881,-1.1671273,-0.065633036,-1.6127579,-0.5920472,-1.1222672,-0.6554897,-0.55301857,-0.49923983,1.4913234,0.2857635,-0.011745758,-0.76128113,0.88303596,-0.37478003,0.8987042,0.79918367,0.1463979,1.584708,0.2322807,0.3484902,0.5187211,-0.4199916,-0.78649867,0.62085164,1.1765667,-0.012673932,1.3326758,-0.77640057,0.07449629,-0.90996826,1.5397806,-0.5609742,1.031362,-0.23192725,-0.6144557,-0.3175022,0.5807509,-0.66644377,0.48645255,1.1582835,-0.5489716,-0.24735048,0.42057693,-1.8894147,-0.062055074,1.943636,-0.13209711,-0.15058969,-0.52367944,-0.9499579,1.0091555,0.22539516,0.75111383,-0.5012341,0.34567901,-0.36513805,-0.4737356,0.48992833,-0.076828375,0.029635593,-0.07054927,0.85552573,0.7820501
80216CE90,-0.2125224,-1.2838017,0.2585546,0.7381483,-0.2012639,-1.0907282,0.45540944,-1.0149959,0.53092206,0.8617571,-0.07749484,0.27810514,0.40264165,-0.7578994,-0.61486775,-0.0464071,-0.20801848,-0.13042441,1.4082584,-0.20284498,-0.067416996,-0.19251135,-0.59117794,-1.0768458,0.12951337,0.033260185,0.6526005,1.1256622,-0.8088156,0.096806146,-0.7146038,0.6202703,-0.6042876,-0.4416399,-0.32587326,0.28258833,-0.5079634,-0.45134807,-0.75320107,-0.8600093,0.7999241,-0.6649577,-0.6711453,0.20094939,-0.5293988,-0.11289835,0.54744345,-0.82350004,0.41520151,0.28634617,-0.66572237,0.30225873,1.0780028,1.4775735,-0.02003679,0.41591313,-0.6829289,-0.5692548,1.1948484,-0.32201746,0.37944788,-0.21099928,0.7062355,-0.32908687
80216EE30,0.0036714722,-0.19508964,0.0168523,-0.5634489,0.4328041,-0.5906259,0.21340974,0.38283446,0.61813676,-0.049134944,-0.21563366,0.92803806,-0.4255977,0.114606366,-0.42805275,0.88144493,-0.28046092,-0.43608683,1.5349255,-0.33072993,0.26744267,-0.4914737,-0.63823324,-0.3925805,-0.64076227,0.2772371,-0.53985643,0.2524927,-0.8113206,-1.318748,-0.71027714,-0.026260326,-0.5727946,0.7530294,-0.7261208,-0.1722434,-0.63962054,0.50109774,0.5762126,-0.09651822,-0.4607184,-0.31551492,-0.538838,-0.175738,-2.0244677,-0.29882273,-0.098199554,-1.0731609,-0.011207672,-0.3455649,-0.8574455,0.9117827,0.27463335,1.3218262,-0.0886237,0.31983703,-0.050383657,-0.28004873,0.826102,0.9377831,0.382085,-0.16457233,0.5013096,0.73965204
80216EE80,0.050249495,-0.18323185,0.09066289,-0.6609854,0.3021242,-0.68698585,0.23533002,0.29062313,0.6773161,0.0075245835,-0.18839277,1.016919,-0.32183564,0.11829533,-0.5169032,1.028006,-0.30526218,-0.34237534,1.4672014,-0.29924136,0.3390598,-0.47797465,-0.5679017,-0.37482846,-0.58085114,0.3095787,-0.61859995,0.24162903,-0.755868,-1.2513463,-0.6759326,0.054729197,-0.64357024,0.8252115,-0.7128554,-0.2174874,-0.6314832,0.39583945,0.54778653,-0.196227,-0.4824657,-0.2957666,-0.48611346,-0.093338415,-2.046575,-0.44432372,-0.18830504,-1.1545419,0.008748942,-0.42395127,-0.93863916,0.95146537,0.23397382,1.3306785,-0.14502606,0.33322212,-0.15105575,-0.23816554,0.82125926,0.9614548,0.3600519,-0.20621318,0.4606165,0.8551567
802176B60,-0.41404954,-0.110549144,-0.333778,-0.38495135,-0.72994554,-1.4409556,-0.08391164,0.8676253,-0.38623846,1.1054006,0.45327446,0.83867866,0.14978133,-0.10938688,-1.5951313,-0.7745772,0.6551231,-0.55280924,1.2660656,0.10662992,0.010051199,-0.33478132,-0.9162479,-1.0851707,0.16187355,1.7031616,0.12614658,1.2007661,-0.629668,-1.3905643,-0.25856635,0.5108334,-0.5937824,0.16963787,-0.31460708,-0.31682777,-0.826248,0.34768358,0.136994,0.11821025,0.68018585,-1.165029,0.6354547,0.045357317,-0.6475819,0.5712997,0.68464893,-0.70187527,0.7318162,0.5471107,-0.19596961,-0.13123736,0.32873148,0.5800144,-0.02473877,-0.3019954,-0.13050742,-0.9355702,0.58488667,0.17281733,-0.41026673,-0.248087,0.8941224,-0.97050977
802184880,0.004444048,0.009594746,0.009377735,0.004111998,-0.010287512,-0.006944945,0.007302722,-0.00053265877,0.008466119,-0.008716891,-0.0014462862,-0.0046100467,0.007709019,0.008402929,-0.005202288,-0.0033163223,-0.007334113,0.0028820354,-0.010947252,0.0028861966,-0.014416719,0.009965548,0.00080613606,-0.0059185475,0.012303513,-0.009605799,0.0007137507,0.014524002,-0.000684822,-0.0021619145,0.0072265416,-0.014162404,-0.012102587,0.009957608,-0.014742428,-0.014580587,-0.01210315,0.003733229,-0.0065388754,-0.003124563,-0.009057915,0.010026477,-0.0045399386,0.013753895,-0.01184224,-0.012986733,-0.01077893,-0.010064758,-0.009035744,0.006542772,-0.0033725835,0.004602546,0.0064551067,-0.014311302,0.0066805743,-0.0056605153,-0.0007971078,-0.0032447372,-0.011063481,-0.0093543865,0.007926356,0.0027096234,0.008259835,-0.0039023869
802186F50,-0.408527,-0.019915411,0.4572193,-0.069483735,-0.596754,-0.13195781,-0.74402565,-0.3690696,0.123558454,0.1267223,0.39911416,0.9475172,-0.12338972,-0.5296962,-0.9853836,0.3841096,0.036420766,0.1575616,0.7434569,-0.38725102,-0.2308628,0.08332939,-0.8576304,-0.19354191,-0.6851113,1.2141103,0.69738036,0.5066076,-1.1476026,-0.22592673,-0.9932402,0.112334415,0.44665682,0.7220468,-0.74909467,0.9497166,-0.97507125,0.6217768,-0.48115307,-0.5617954,0.03499869,-0.865093,0.7054234,-0.37201053,-1.597817,0.2084451,0.34931016,-0.71623534,-0.45020866,0.23645355,0.15205881,-0.072801195,0.62056696,0.81975144,0.38668722,0.5613658,0.2536546,-0.665583,1.2318182,0.4143526,0.006373262,0.21573138,-0.08514515,-0.42280635
8021882B0,-0.28984568,-0.06310453,0.53787476,0.009216598,-0.5256852,-0.06367669,-0.7325003,-0.423005,0.20408815,0.09755906,0.51454985,1.0499305,-0.19554706,-0.5177276,-1.0872513,0.42322353,-0.0011758434,0.20747264,0.69119906,-0.46565992,-0.29463866,0.24343108,-0.88739544,-0.087320074,-0.44827607,1.2008817,0.76665777,0.4846522,-1.127109,-0.26059413,-1.000392,0.10527049,0.47997633,0.7857668,-0.85183996,0.9561059,-1.0668881,0.5372335,-0.43302995,-0.6267283,-0.006432233,-0.868325,0.69568396,-0.47359022,-1.6878794,0.22922927,0.23711026,-0.714831,-0.25618318,0.22210301,0.14013214,-0.048599914,0.78803647,0.82613,0.3360371,0.4701788,0.20692725,-0.8009574,1.1653093,0.43557316,0.13079591,0.34594056,-0.08229262,-0.37407178
802188300,-0.31037265,-0.066762924,0.50720483,0.0057453937,-0.5367814,-0.10576577,-0.7385096,-0.42603445,0.2274835,0.13531967,0.49294853,1.0619124,-0.21615154,-0.5159222,-1.0750642,0.45695707,-0.020287449,0.17874865,0.6952032,-0.41000268,-0.30513382,0.24162394,-0.90513027,-0.09463436,-0.49196178,1.1898842,0.74978316,0.4893414,-1.0825416,-0.25937015,-1.0011326,0.13524465,0.4701068,0.75663155,-0.8468977,0.95530236,-1.0448256,0.5177755,-0.404411,-0.6717637,0.01704498,-0.86017275,0.67601734,-0.4831651,-1.6662441,0.23931168,0.26191178,-0.7310297,-0.2725854,0.2280638,0.16275547,-0.09173742,0.81848973,0.84604275,0.34236556,0.4873155,0.17784771,-0.7948834,1.181172,0.40756336,0.14227813,0.343389,-0.095543236,-0.3872341
802188350,-0.29934192,-0.06734636,0.52490735,0.004566769,-0.5539148,-0.09752144,-0.7269956,-0.439963,0.22800395,0.1279668,0.50513995,1.0572177,-0.21339884,-0.46970025,-1.0643772,0.41309386,-0.035722636,0.16394415,0.6648728,-0.43543312,-0.2873649,0.24225377,-0.87693155,-0.09899789,-0.47509858,1.2107781,0.7683991,0.475611,-1.1225075,-0.27849004,-0.9831286,0.12673375,0.47333354,0.80778646,-0.8219355,0.9383089,-1.0823281,0.518715,-0.45546225,-0.69310534,0.023314336,-0.8742177,0.65465206,-0.4724208,-1.6568254,0.2167825,0.21173632,-0.7277246,-0.29795533,0.21339628,0.13651292,-0.069522716,0.83003724,0.80526847,0.36308601,0.4930191,0.17880608,-0.8249738,1.1688969,0.4253297,0.11218243,0.33479267,-0.12586956,-0.34799093
8021886B0,-0.268857,-0.06932463,0.50859505,0.007770229,-0.510947,-0.093883656,-0.76140976,-0.41947758,0.22306941,0.111639164,0.47346166,1.0563294,-0.19680172,-0.516733,-1.0432533,0.41293117,-0.016511854,0.17620939,0.68036,-0.42608422,-0.28805822,0.24390338,-0.88116974,-0.08883862,-0.5002228,1.1981899,0.740794,0.49229527,-1.0958018,-0.27117607,-1.003551,0.11569827,0.4939558,0.7728975,-0.8387427,0.94982827,-1.0539569,0.5338049,-0.42648253,-0.64133865,0.015251304,-0.8504973,0.6912984,-0.49900863,-1.6531558,0.2289533,0.24503373,-0.7093366,-0.2766218,0.18926169,0.14783932,-0.07731208,0.7974736,0.8236794,0.3535914,0.5036634,0.19691852,-0.76385623,1.1771771,0.44742346,0.11763785,0.2929466,-0.1045221,-0.3842737
802188CA0,-0.32772505,-0.06870892,0.5444903,0.022626048,-0.53535444,-0.10102461,-0.734948,-0.43357533,0.21417457,0.1326385,0.48667675,1.0647177,-0.20188187,-0.4920281,-1.0832112,0.42364904,-0.03729245,0.19066352,0.6853944,-0.43447703,-0.2755944,0.23943847,-0.89308345,-0.087109536,-0.4365711,1.1978916,0.7555333,0.488739,-1.1191118,-0.2777629,-0.97972983,0.12072022,0.45624354,0.78921974,-0.84759605,0.93122613,-1.0755144,0.52401596,-0.42907974,-0.64683604,-0.0056969593,-0.8607388,0.7136597,-0.46774325,-1.6570919,0.22147681,0.26086128,-0.7358668,-0.2762679,0.2045823,0.15338501,-0.05997888,0.7974897,0.8530488,0.3429471,0.48047584,0.20144434,-0.8376516,1.1680868,0.4343538,0.1406058,0.37243515,-0.08380325,-0.36525106
8021890A0,-0.29857486,-0.06216563,0.47814006,0.0017008013,-0.5311007,-0.08398057,-0.75151217,-0.43149,0.23871785,0.093723714,0.4877584,1.0269159,-0.18135066,-0.504531,-1.0928302,0.42891657,-0.01853301,0.19250982,0.68093055,-0.40650883,-0.3173515,0.23716453,-0.9045977,-0.06200249,-0.48688763,1.1898363,0.7670695,0.5084504,-1.1102192,-0.26859248,-0.98655164,0.09240194,0.46660537,0.7999672,-0.8686694,0.9503972,-1.0552808,0.5593741,-0.4486074,-0.6447505,0.009524044,-0.89562595,0.70373213,-0.4947174,-1.6586949,0.23483707,0.24934503,-0.73545396,-0.28552005,0.22498389,0.1673503,-0.05805802,0.7958165,0.84099007,0.353931,0.47852564,0.18517512,-0.81170535,1.1612782,0.43595612,0.122813515,0.36520228,-0.10599859,-0.38057464
802199BD0,-0.3064877,-0.07041628,0.50448614,0.02351061,-0.5451359,-0.09427898,-0.73412335,-0.44785595,0.22159374,0.1024793,0.5064679,1.0624973,-0.18719465,-0.5066158,-1.0738069,0.4072989,-0.033713683,0.18025276,0.7018885,-0.42051843,-0.31336558,0.22858489,-0.897031,-0.104834534,-0.46200624,1.2159944,0.7542648,0.53169245,-1.1153979,-0.2589225,-0.98394793,0.110066086,0.4628141,0.7901245,-0.86473644,0.9523307,-1.0547916,0.54245114,-0.46118808,-0.6614851,0.017235273,-0.8526735,0.6657052,-0.45372534,-1.6508068,0.2286238,0.24934448,-0.72543377,-0.27541482,0.21128476,0.13584414,-0.0911191,0.79415697,0.8419739,0.36791685,0.48212662,0.18103272,-0.80486125,1.1595286,0.41117597,0.11416309,0.33808762,-0.070446074,-0.38792092
802199C20,-0.31105277,-0.06404688,0.51193964,0.04262794,-0.5328264,-0.09442136,-0.72691685,-0.43724188,0.22220668,0.10357644,0.5060855,1.0486779,-0.21141487,-0.5006218,-1.039013,0.419639,-0.024140734,0.15705039,0.6522607,-0.43705496,-0.31733704,0.24059059,-0.93715984,-0.049689356,-0.50268567,1.2220186,0.7483071,0.48211932,-1.1241157,-0.23807552,-1.0109421,0.088244006,0.445875,0.78326136,-0.838658,0.9309096,-1.062842,0.5323117,-0.4262608,-0.6888086,-0.010992419,-0.8550875,0.6569107,-0.50776154,-1.6839589,0.21011618,0.23505744,-0.711118,-0.27073005,0.19708645,0.17381099,-0.07522728,0.8219558,0.81226075,0.36744314,0.47181702,0.18927138,-0.82146144,1.1450495,0.42920366,0.12366083,0.3540533,-0.085434325,-0.40083462
80219A8D0,-0.31057408,-0.0530919,0.5076112,0.013988618,-0.5247528,-0.095334746,-0.751249,-0.42030153,0.21944112,0.115720704,0.49073732,1.0377039,-0.1993851,-0.5191435,-1.0446041,0.4006656,-0.029920701,0.19593677,0.6866357,-0.42730352,-0.31730556,0.24546388,-0.9019154,-0.07100019,-0.5061072,1.2034948,0.7663091,0.5057009,-1.0999194,-0.2376959,-0.98780066,0.1099012,0.45998648,0.7603128,-0.8462373,0.95057845,-1.0459611,0.5082305,-0.4350062,-0.65896624,0.028081955,-0.8589951,0.6779608,-0.47709903,-1.6492174,0.21684113,0.26973695,-0.6918169,-0.28135684,0.24300642,0.15940216,-0.06794005,0.80697644,0.8340334,0.36747643,0.48032644,0.19196452,-0.80791074,1.170202,0.4095051,0.10702097,0.31820714,-0.086928755,-0.4106637
8021E0FE0,0.57798845,0.74040765,0.2683724,-0.19558324,0.000664393,-0.20175381,0.61511445,0.22616136,-0.25719815,1.1601093,-1.0547068,1.2461969,0.3740283,0.5116481,-0.559657,0.3670829,-0.7298703,0.22568588,0.99440956,-0.33538097,0.5207159,0.5866621,-1.2197851,-1.1968287,0.8770946,1.3614631,0.8209735,0.8250592,-0.31980595,0.03504003,-0.6467556,-0.30786234,-0.69973767,0.6008504,-0.5833387,0.5626681,-0.12123416,0.87770677,-1.1237046,0.41457283,0.46000752,-0.61186224,0.5466104,-0.07794119,-0.16713227,-0.4294284,0.56069696,-0.71998453,-0.5942361,-0.7973616,-0.114500865,0.48848617,0.88476795,0.75716764,-0.11496636,-0.061814953,0.16466245,-0.6814038,0.78767014,0.15421489,0.14094403,0.5925284,0.96389925,-0.20341621
8021F2480,0.3347655,-0.21757305,0.54825157,-1.813927,0.3236609,-0.7503346,0.41502038,-0.45831752,-0.42571056,1.0366182,0.2107972,1.0423666,-1.1841947,-0.21479037,-0.75055915,-0.8350127,0.39723232,0.36468962,0.6410897,0.4384105,0.081355736,0.3022007,-0.77817297,-1.2171975,1.3153567,0.69003975,1.3434725,0.806232,-0.95653665,-0.36058468,0.20634842,0.4569014,-0.17542802,-0.23556826,-0.17431936,0.48405454,-0.11545172,-0.089736335,-0.25025752,-0.2736193,0.47991806,0.541071,-0.68612033,-0.19813402,-0.57907134,-0.8229833,0.22529173,-0.53599846,0.64095205,0.19668402,-0.55135167,0.5395279,0.31756195,0.49332422,0.46498975,-0.16375679,-0.59979516,-0.91909903,0.9148652,-0.41696748,1.131159,0.5134993,0.5233814,-0.2879048
8021FFD30,-0.011530537,0.015177669,0.0049899593,0.010002371,-0.008984704,0.009782501,-0.013557943,-0.010318138,-0.0066426974,-0.0066380687,-0.0006617941,-0.004087236,0.004943192,0.0008932594,-0.0021239948,0.004238691,0.012403922,-0.0077670775,-0.004933687,0.001811333,0.00983073,0.0070431083,0.010859355,-0.008753674,-0.009698488,0.012583055,-0.0022889245,-0.0008277837,-0.008460078,0.009588316,0.0037409998,-0.0030087754,-0.014095232,-0.0011169594,0.0040750317,0.010205081,0.00014632754,-0.006988367,0.005607672,-0.0113567505,0.0007864479,0.013908567,-0.0039806236,0.0019049626,0.010759454,-0.0051265117,-0.012368133,6.193854e-05,0.0077967737,0.0012284629,0.0010941997,0.0070598833,-0.012620611,0.011371359,0.0065888967,-0.0056880694,-0.010502871,-0.0008186009,0.009748859,-0.012435902,-0.012349738,0.009286083,0.012237523,-0.003603395
802201890,0.38969415,-0.24134673,0.74495304,-1.0721487,-0.56733537,-0.17346464,-0.22830027,-0.2485196,0.03826673,0.98425674,0.2958647,-0.22370294,0.23753247,-0.032247044,-0.14477447,0.6733687,-0.10054697,0.852447,-0.16684586,0.60892797,0.005540635,0.30054215,-0.6215626,-0.20111759,0.13186555,0.45074177,-0.008479207,0.22496924,0.5139527,-0.50646406,-0.2855765,-0.058843963,-0.2196705,0.18306597,0.037932444,0.32841685,0.68598,0.423315,0.02925091,-0.047940124,0.019861788,0.07952782,-0.3764749,0.06804083,-0.79576313,-0.11443981,-0.23272885,-1.0178299,0.07715025,-0.38374606,-0.43537557,0.05725587,0.26082486,0.3158071,-0.09328401,-0.5936408,-0.25094476,-0.29053387,-0.5028412,0.4324314,0.939348,-0.3325316,0.09035625,0.39077216
80220D040,-0.09468404,-0.6693182,-0.080094434,0.5933101,-0.39321673,-0.61553735,-0.68584126,0.34644082,-0.058816515,0.53546876,-0.57057595,0.05610817,0.12145974,0.16127658,-0.7135213,0.6191201,-0.5240585,0.417284,0.17862639,-0.07476657,-0.4035062,0.4277122,-0.05689247,-1.3298142,1.1045803,0.2860706,-0.3825937,-0.7673691,-0.10769479,0.19814812,-0.6989779,0.43060774,0.101268746,0.032669958,-0.17742418,0.007486742,0.1821063,-0.29987785,0.022616055,0.33600882,-0.0491916,-0.71196485,-0.07778714,-0.46723104,-1.2722613,0.28566298,0.098335735,-0.20064887,-0.009463443,-0.55390704,-0.4807888,-0.4980057,0.46007755,0.0986158,0.15258914,-0.548154,-0.9277943,-0.8564161,0.11747294,0.13101512,0.23258004,0.7121608,0.59505236,0.67805153
802213DF0,0.012484027,-0.00047907047,-0.006293865,-0.0016461145,-0.0005993936,-0.0154355895,-0.00963914,-0.011441907,0.003641624,0.0065182354,-0.009492204,0.0109500885,-0.015253764,-0.00037562475,-0.006513972,0.0135969315,-0.004724486,-0.01119604,-0.0009990912,-0.015486119,-0.015047051,0.0016314182,0.015278934,-0.009834623,0.0018089581,-0.007270148,0.0076551028,-0.0009669475,0.0027245097,-0.009521069,0.00944826,-0.012152104,-0.0045098215,-0.014315899,0.008663088,-0.0007355809,0.015175164,0.012956332,-0.00032055378,0.0068224724,0.0069991816,0.0029899217,0.012102043,-0.012682334,-0.007224178,0.0035306755,-0.010848822,0.003946107,0.009082008,-0.013295997,-0.0030927174,0.0064526014,0.0124528,0.0005082302,-0.0038200952,0.015396271,0.007981166,-0.0111759715,-0.005331559,-0.012033019,-0.00035727024,0.0053248126,0.014391502,0.0034542046
802222410,-0.004011754,0.00065161474,-0.0075048003,0.015167745,0.008238327,-0.0065455306,0.0050649922,0.0010541547,0.0005100798,0.013522511,0.014240943,-0.015021626,0.009058554,-0.014887774,-0.010126695,-0.0057047307,0.006772071,0.005269425,-0.0020409059,-0.007935973,-0.013743626,0.005973479,-0.009110365,0.007440293,0.01557398,-0.012595307,0.005513428,0.0068521146,-0.013987707,-0.009006273,-0.0070777945,0.014139958,0.011494523,0.0044706836,0.011335434,0.009710288,0.010237554,-0.013871567,-0.0033180472,-0.0123554375,0.006674461,0.0038433876,-0.009970754,-0.0070326403,-0.005630031,0.009172289,-0.015236922,-0.014714135,0.008110866,-0.0016514193,0.014443841,0.007085437,0.009429909,0.005474819,-0.0028066803,0.004814746,0.008513518,0.0027752891,0.00121863,-0.009949362,-0.007817809,0.014593566,0.009816444,0.0013872702
802236EA0,0.127006,-0.33468395,1.4288054,-0.8668885,-0.06267312,-0.66845185,-0.573282,-0.2918501,0.26151046,1.5274463,-0.30133817,0.57337236,-0.2462971,-0.3058376,-0.3177449,0.4647119,-0.9190087,0.24246737,0.096312694,-0.15745123,0.5249626,-0.7049108,-0.7888474,-0.8625551,0.19465287,0.5729318,0.71967745,0.5346181,-0.36582646,-0.8983769,0.22933726,-0.13206483,0.14033024,0.09312966,-0.36248296,0.61588854,0.15614107,-0.38252154,-0.37316307,0.779618,0.3303721,-0.3358488,-0.4380081,-0.2278539,-0.2440803,0.24800421,-0.37603006,-0.59400153,-0.4399538,1.0061978,-0.40553302,0.56555635,-0.23380095,0.5416599,-0.26284915,-0.39906162,0.2232726,-1.2438028,-0.13674314,0.154612,-0.11900365,-0.048686817,0.46397427,-0.016091146
8022480A0,0.6174078,0.6789827,0.20179789,-0.20139587,-0.04649627,-0.18422621,0.5704832,0.18009987,-0.35543808,1.0785425,-1.054672,1.252332,0.36684018,0.48546156,-0.5599276,0.26876426,-0.7410908,0.07095605,1.0733405,-0.36573768,0.58993864,0.62000453,-1.2057118,-1.1391202,0.82747626,1.3366164,0.7700885,0.83000624,-0.32032803,-0.06012704,-0.72984946,-0.30017352,-0.7047713,0.5219674,-0.5821643,0.5228029,-0.14114779,0.9477087,-1.1188741,0.39949098,0.46161416,-0.6116185,0.50001293,-0.09730963,-0.12631589,-0.33348233,0.61209697,-0.78605324,-0.54758775,-0.7348755,-0.0975483,0.47716638,0.8163362,0.69580734,0.010653988,-0.04693273,0.16332974,-0.6547418,0.91004515,0.12368005,0.1668698,0.44366786,0.9987009,-0.25542334
80224CAA0,-0.00630836,-0.008211574,-0.010086916,-0.010447161,0.0019851606,0.0041743573,0.0008655507,0.009278078,-0.0007125605,0.013101526,-0.005589733,-0.01031585,-0.002372712,-0.009682782,0.008655168,-0.0016166158,-0.011187386,-0.008167962,-0.008534875,0.00963119,-0.006351685,-0.005422406,0.009744208,-0.002601141,-0.009188678,-0.015326673,-0.010093752,-0.01409556,0.0068605077,0.0025529433,0.0056480933,0.011177093,0.00067259744,-0.0016154498,0.011920875,0.012189984,-4.545413e-05,-0.014239548,0.006225858,0.012265321,-0.006321652,0.0026747156,-0.0021829307,-0.0050165392,-0.012040926,-0.0124868285,-0.007104231,-0.008228062,0.011960819,0.010240823,-0.011465102,0.015137913,0.012251886,-0.013397085,-0.004177157,-0.010735938,0.006561693,-0.0041047484,-0.009399435,0.014927303,-0.005473554,-0.011513092,-0.0060284585,0.013678417
80225C2C0,-0.4060011,-0.40806425,0.26456642,-0.23100501,0.7004854,-0.33429137,0.60486686,0.5016936,0.36074305,1.4590478,-0.40028408,0.7301896,-0.5131763,0.79700565,-0.7477111,0.44947273,0.05084009,0.670054,1.3537964,-1.129266,-0.016792635,-0.8442311,-0.5414697,-0.38736755,-0.046160016,1.7589909,0.47932398,0.17350055,-0.78207445,-0.09557387,-0.20849007,0.10511383,0.026239928,0.052420393,-0.11566209,-0.41646135,0.14255252,0.87552965,-0.92592484,0.3593699,0.49761987,-0.87804717,-1.1285849,-0.47241706,-1.3181071,0.49294144,-0.07573884,-0.9370538,-0.22308776,-0.47844148,-0.7871413,0.41685653,0.23761146,0.9119728,-0.6963162,-1.1793025,-1.0696331,-0.94323593,0.8416759,-0.14349096,0.09890322,-1.0104018,0.80576825,-0.0418377
80226A860,0.013007179,0.0054327715,-0.0008205138,-0.0018023085,0.012507128,0.0026177838,-0.008053299,0.005940292,0.005074242,-0.008600574,0.008872569,-0.013617719,-0.009113088,0.013242079,-0.0131538585,0.0076777693,-0.00020564348,0.0063446835,-0.010773793,0.0019295905,-0.012907086,0.00058873557,-0.0046998374,0.008262649,0.0036037676,-0.014508305,0.004918454,0.007461047,-0.00069322437,0.01354963,-0.004146062,0.009248691,-0.0012101382,0.0146074835,0.00449943,-0.0007995013,0.00776862,0.011732407,0.0026803352,0.005989166,0.005683977,0.010843443,-0.0090694595,-0.013962999,-0.007200232,-0.015583755,0.014595857,0.008645438,0.012043361,0.001339145,0.009197449,-0.012526959,-0.0042251516,-0.009900967,0.013698952,-0.01082341,-0.013413817,-0.008892303,-0.005972866,0.015432142,0.012897644,0.0011416264,0.011586385,0.014940552
80226C4C0,-0.014511798,0.013643505,0.004161004,0.0069216955,0.0039051455,0.012663793,0.0059826,-4.3865293e-05,-0.013473431,0.0042230766,0.009509755,-0.0059472173,0.011197619,-0.006294977,-0.015128931,-0.014995396,0.0135884285,0.012893073,-0.010396104,0.0066040885,0.0064155273,0.0026034769,0.008184781,-0.013490748,0.015261397,-0.009921113,-0.0065411124,0.00073204376,0.015495714,0.014639126,-0.013163542,0.0114346165,-0.0023731925,-0.00712722,-0.007833732,-0.011515118,-0.01483696,-0.0035762805,-0.010345096,0.0063120406,0.008642392,-0.014670389,0.0030069929,-0.0053611305,0.0033959355,-0.00410448,-0.005174296,0.013042331,0.0069318227,-0.008305496,-0.00019350648,-0.004983565,-0.012243709,-0.009896208,0.0142456535,0.008364808,-0.007983157,0.0019536726,-0.0058780666,-0.004245164,0.0077519864,-0.0037810802,-0.009597154,-0.015175834
