account_id,cluster_label,cluster_size,is_outlier
80329DBA0,-1,1,True
8032A1BF0,29,16,False
8032AD9C0,13,20,False
8032DBB30,-1,1,True
8032FD420,51,889,False
80330D740,66,146,False
80330E030,51,889,False
80330EE20,-1,1,True
80331C810,-1,1,True
8033271A0,111,5,False
80333CC00,107,7,False
80333F6C0,-1,1,True
803341720,-1,1,True
803382690,135,6,False
803383060,-1,1,True
80338A4A0,51,889,False
80339F5C0,51,889,False
80339FB50,51,889,False
8033A1CF0,-1,1,True
803419FE0,-1,1,True
803421B00,51,889,False
803427AC0,40,11,False
803430460,-1,1,True
803434610,136,7,False
80345B9D0,118,14,False
8034690C0,-1,1,True
80347F740,51,889,False
803482B10,34,16,False
80349F3F0,64,12,False
8034A4BC0,137,8,False
8034B3590,51,889,False
8034ED6E0,12,15,False
80352A280,51,889,False
803534450,-1,1,True
80353C7D0,51,889,False
80353D530,30,17,False
803585600,20,18,False
803591B90,51,889,False
80359D740,51,889,False
80359D790,-1,1,True
80359FC90,51,889,False
8035A00A0,-1,1,True
8035A9A50,51,889,False
8035B1D60,-1,1,True
8035B1FF0,-1,1,True
8035C92F0,-1,1,True
8035F7DA0,138,7,False
803602B10,106,5,False
80363F160,52,7,False
80363F890,-1,1,True
80365A670,-1,1,True
80365C020,-1,1,True
80365E620,133,7,False
80366E4D0,133,7,False
80369B9A0,139,16,False
8036AB9F0,0,8,False
8036CCB90,0,8,False
8036DCEF0,138,7,False
8036F7090,66,146,False
8036FA980,119,6,False
8036FADE0,119,6,False
80371AA90,-1,1,True
80371B600,51,889,False
80371D940,-1,1,True
80373DB80,51,889,False
8037467C0,66,146,False
803767D50,51,889,False
80376F850,51,889,False
803771ED0,51,889,False
803782210,51,889,False
803797160,-1,1,True
8037A0EB0,-1,1,True
8037BF510,-1,1,True
8037C2570,-1,1,True
8037DC160,-1,1,True
8037DC1B0,-1,1,True
8037E5BB0,133,7,False
80382B300,139,16,False
803839810,140,10,False
803852870,139,16,False
8038536F0,66,146,False
803854380,141,6,False
803864B70,51,889,False
803878680,31,11,False
80387B870,51,889,False
8038D3BF0,24,14,False
8038FAAD0,-1,1,True
803946150,51,889,False
803952EF0,-1,1,True
80396DE00,121,6,False
80396EF00,51,889,False
80398A160,80,8,False
8039B60D0,141,6,False
8039CEA30,-1,1,True
8039CF720,142,5,False
8039D99E0,51,889,False
8039FEDD0,51,889,False
803A287E0,-1,1,True
803A2F0E0,-1,1,True
803A2FCC0,-1,1,True
803A32400,-1,1,True
803A32F60,-1,1,True
803A33E10,-1,1,True
803A3FCC0,139,16,False
803A43310,51,889,False
803A544E0,-1,1,True
803A54B70,-1,1,True
803A5D800,-1,1,True
803A663B0,51,889,False
803A71AA0,-1,1,True
803A75270,143,6,False
803A7F390,51,889,False
803A85FB0,139,16,False
803AC4350,51,889,False
803AC4ED0,-1,1,True
803AC7250,-1,1,True
803AD76E0,94,7,False
803AD7730,94,7,False
803AD7C30,94,7,False
803ADDEF0,-1,1,True
803AEF880,144,8,False
803AFBCD0,51,889,False
803B0AA20,141,6,False
803B17300,144,8,False
803B1D230,139,16,False
803B448D0,143,6,False
803B44970,143,6,False
803B74BB0,141,6,False
803B7C090,-1,1,True
803B82560,-1,1,True
803B8BFC0,139,16,False
803B8C4E0,51,889,False
803B965F0,51,889,False
803B9F410,78,8,False
803BAA8E0,-1,1,True
803BAE1F0,-1,1,True
803BB79C0,103,8,False
803BB9EA0,-1,1,True
803BBB2D0,77,8,False
803BC23A0,29,16,False
803BDFEC0,23,16,False
803BE1A90,66,146,False
803BF42C0,66,146,False
803C2BAA0,-1,1,True
803C2BF60,-1,1,True
803C35FE0,-1,1,True
803C36F80,141,6,False
803C4D790,-1,1,True
803C5D5F0,23,16,False
803C5F940,36,12,False
803C84C10,51,889,False
803C907F0,-1,1,True
803CABBA0,51,889,False
803CC4680,145,7,False
803CC8700,139,16,False
803CC9670,139,16,False
803CD6B50,66,146,False
803CDAE00,51,889,False
803CE0561,51,889,False
803CEB180,51,889,False
803CF8F30,66,146,False
803D02E30,-1,1,True
803D1C990,51,889,False
803D23610,51,889,False
803D43820,96,15,False
803D4E1D0,-1,1,True
803D69260,-1,1,True
803D69350,51,889,False
803D83D80,66,146,False
803D844B0,66,146,False
803D8D260,66,146,False
803D9B130,-1,1,True
803D9B1D0,-1,1,True
803DAA8E0,139,16,False
803DBF890,139,16,False
803DC5E80,60,7,False
803DE70B0,139,16,False
803DEB120,141,6,False
803E2FA50,51,889,False
803E419B0,51,889,False
803E4D2C0,58,6,False
803E51BD0,146,9,False
803E54D80,144,8,False
803E614B0,-1,1,True
803EB5240,143,6,False
803EB6960,146,9,False
803ECA7F0,51,889,False
803ED0780,51,889,False
803EF8310,144,8,False
803EFA650,139,16,False
803EFD190,-1,1,True
803F30090,51,889,False
803F34710,139,16,False
803F590A0,145,7,False
803F59280,145,7,False
803F5DB30,144,8,False
803FAA9E0,-1,1,True
803FBC160,-1,1,True
803FBC2F0,-1,1,True
803FBE550,146,9,False
803FBFC60,66,146,False
804025CB0,51,889,False
804033B80,51,889,False
80403FE40,51,889,False
804055180,143,6,False
804096C00,-1,1,True
8040A80E0,-1,1,True
8040BDA80,145,7,False
8040D99A0,51,889,False
80412AAC0,66,146,False
80412B270,66,146,False
80412B460,-1,1,True
80414E740,146,9,False
804163860,66,146,False
804165EC0,139,16,False
804182DD0,68,7,False
8041BF590,72,5,False
8041C1790,51,889,False
8041E8A10,-1,1,True
8041EB080,-1,1,True
8041F85A0,-1,1,True
8042127F0,51,889,False
80422A620,147,6,False
80422F270,94,7,False
80423D550,-1,1,True
80423D5F0,-1,1,True
8042552D0,118,14,False
80426EF50,51,889,False
804284200,31,11,False
8042CDCE0,51,889,False
8042F7CE0,140,10,False
8043153F0,142,5,False
80432B8A0,51,889,False
80436F220,66,146,False
80438A560,113,5,False
8043B1D00,51,889,False
8043D2F30,-1,1,True
8043E1CF0,148,5,False
8043E2050,148,5,False
8043E20A0,148,5,False
8043E29F0,148,5,False
8043E2B80,148,5,False
8043F4E40,98,9,False
804405680,51,889,False
80440B4D0,51,889,False
804438E30,51,889,False
804474D60,-1,1,True
80448BEB0,66,146,False
80448C310,66,146,False
80448E4D0,-1,1,True
8044CC3A0,-1,1,True
8044D7EF0,146,9,False
80451BD80,51,889,False
804533720,140,10,False
8045388E0,143,6,False
804559BE0,149,6,False
80455FA80,51,889,False
80456AC10,146,9,False
8045722E0,51,889,False
8045AFF90,51,889,False
8045CC480,8,10,False
8045F1DC0,142,5,False
804608590,-1,1,True
80460D080,51,889,False
804615740,146,9,False
80462D920,-1,1,True
80462E640,-1,1,True
8046B4A20,146,9,False
8046BE9C0,140,10,False
8046FC600,51,889,False
804715AD0,145,7,False
80471A190,146,9,False
80472A160,-1,1,True
80472A200,-1,1,True
80472A520,-1,1,True
804730220,144,8,False
804752C40,51,889,False
80475F9B0,17,17,False
804760F70,-1,1,True
804761100,-1,1,True
80477A740,145,7,False
80477BAE0,-1,1,True
804790520,51,889,False
8047A0F50,150,6,False
8047A5F10,44,12,False
8047C0EE0,44,12,False
8047C23E0,44,12,False
8047EF5D0,147,6,False
80481B650,44,12,False
8048698F0,-1,1,True
80487F7E0,118,14,False
804895B10,133,7,False
80489D1B0,51,889,False
8048CB0B0,-1,1,True
8048CF520,-1,1,True
8048F7C20,77,8,False
8049060A0,51,889,False
80490AFC0,14,31,False
80491ABA0,27,8,False
80491BB10,136,7,False
80491BCF0,136,7,False
80491BD40,136,7,False
80491CDA0,136,7,False
80491CDF0,136,7,False
80493D3F0,51,889,False
804944D00,79,9,False
804945E10,84,12,False
80494B350,-1,1,True
80495B1F0,-1,1,True
80498D770,105,7,False
8049926C0,51,889,False
80499FBE0,151,7,False
8049AAD00,-1,1,True
8049AB3D0,44,12,False
8049AF0E1,51,889,False
8049B2BC0,44,12,False
8049DB5D0,152,10,False
8049EF700,66,146,False
8049F2760,66,146,False
8049F5650,44,12,False
8049F5830,-1,1,True
8049F86F0,44,12,False
804A17BA0,44,12,False
804A28650,153,9,False
804A30A40,-1,1,True
804A36990,51,889,False
804A4DE80,-1,1,True
804A51F50,-1,1,True
804A53800,-1,1,True
804A53B10,-1,1,True
804A54C80,152,10,False
804A6F3A0,154,7,False
804A97D30,152,10,False
804AB3D60,51,889,False
804AB7EC0,44,12,False
804AB95B0,1,6,False
804AC5D40,87,8,False
804ACCAE0,-1,1,True
804AD1260,51,889,False
804AE08B0,155,8,False
804AF2070,-1,1,True
804AF6100,-1,1,True
804AFA8D0,-1,1,True
804B14300,151,7,False
804B5A690,51,889,False
804B721F0,-1,1,True
804B79470,51,889,False
804B7F0D0,152,10,False
804BA1A80,-1,1,True
804BA5720,93,6,False
804BAF430,66,146,False
804BAF8B0,66,146,False
804C23650,-1,1,True
804C3BDE0,51,889,False
804C624B0,156,9,False
804C97840,157,6,False
804C9C480,157,6,False
804CA5120,-1,1,True
804CAAD50,1,6,False
804CBC400,51,889,False
804CEBAB0,-1,1,True
804CEBB50,-1,1,True
804CF4FE0,152,10,False
804D23AB0,-1,1,True
804D33EA0,13,20,False
804D4BD90,-1,1,True
804D6ABC0,151,7,False
804D8EBB0,157,6,False
804DB7940,150,6,False
804DC8230,94,7,False
804DE7670,51,889,False
804DF4A60,102,5,False
804DF7F60,-1,1,True
804E0D2F0,51,889,False
804E1A960,-1,1,True
804E55400,132,5,False
804E5CA10,65,5,False
804E5F740,6,24,False
804E6D0D0,-1,1,True
804E80FD0,20,18,False
804E90950,51,889,False
804EB3430,-1,1,True
804EBDD40,42,13,False
804ED4F60,51,889,False
804EDB040,74,6,False
804EEF320,120,9,False
804EF0260,-1,1,True
804F15F00,51,889,False
804F22930,151,7,False
804F250D0,150,6,False
804F386E0,158,9,False
804F43660,150,6,False
804F4CAD0,51,889,False
804F634F0,12,15,False
804F870F0,159,9,False
804F92B00,153,9,False
804FA72A0,151,7,False
804FACC00,151,7,False
804FCBA70,152,10,False
804FE20A0,155,8,False
805007420,35,15,False
80502CDE0,51,889,False
805033930,158,9,False
805039810,152,10,False
80503F260,159,9,False
80504B870,153,9,False
805051500,-1,1,True
80506FDC0,-1,1,True
805078010,51,889,False
8050A91B0,66,146,False
8050C77A0,-1,1,True
8050C7DC0,-1,1,True
8050C7EB0,-1,1,True
8050CFE80,51,889,False
8050D3100,-1,1,True
8050EAF80,157,6,False
805118F30,-1,1,True
805119390,-1,1,True
805125E70,51,889,False
8051494B0,51,889,False
805198DA0,51,889,False
8051C28D0,120,9,False
8051D3870,74,6,False
8051EF2F0,89,10,False
8051FFC80,-1,1,True
805206590,-1,1,True
805206A60,-1,1,True
8052231B0,64,12,False
80524CCD0,151,7,False
805252D90,153,9,False
805266A70,50,7,False
80526DAB0,51,889,False
80528B620,86,6,False
805295B50,-1,1,True
80529FDA0,-1,1,True
8052B8150,-1,1,True
8052D3220,51,889,False
805314C00,51,889,False
805380430,-1,1,True
805380DD0,-1,1,True
80538C5E0,-1,1,True
8053AF9B0,118,14,False
8053B7850,71,19,False
8053B8550,60,7,False
8053B9F70,158,9,False
8053BA240,158,9,False
8053C9E50,-1,1,True
8053E3C30,51,889,False
8053FA9E0,51,889,False
80543A870,158,9,False
80543C3C0,152,10,False
805440D10,152,10,False
805441E00,51,889,False
80546D150,145,7,False
805482580,-1,1,True
8054A7A50,-1,1,True
8054A7BE0,-1,1,True
8054A9FF0,70,6,False
8054AA1D0,70,6,False
8054B9E50,127,6,False
8054BD1B0,127,6,False
8054C97C0,-1,1,True
8054CBF70,-1,1,True
8054CCB70,156,9,False
8054F2B70,152,10,False
805571620,51,889,False
805592110,120,9,False
8055AFD70,51,889,False
80560E240,155,8,False
805624DD0,51,889,False
80565D2A0,20,18,False
805661620,44,12,False
805694570,66,146,False
8056F5230,58,6,False
805703500,51,889,False
80570D870,51,889,False
805718760,51,889,False
805752BA0,112,11,False
8057534D0,112,11,False
805769430,51,889,False
80577C280,150,6,False
805780DB0,-1,1,True
805780E50,-1,1,True
80579A160,113,5,False
8058306B0,-1,1,True
805830A60,-1,1,True
8058460C0,90,5,False
80585B1C0,155,8,False
80585F000,-1,1,True
80585F050,-1,1,True
805866C00,-1,1,True
805875F60,-1,1,True
805876630,-1,1,True
8058BED90,85,7,False
8058DA430,1,6,False
8058E64F0,-1,1,True
8058E6590,-1,1,True
8058F3220,150,6,False
805905F30,33,7,False
8059456B0,156,9,False
805951600,51,889,False
8059B4520,158,9,False
8059B7350,156,9,False
8059B7520,156,9,False
8059BA5E0,51,889,False
8059D7D00,51,889,False
8059E55B0,-1,1,True
8059E8080,-1,1,True
8059F5E80,-1,1,True
805A0CB50,51,889,False
805A0F8B0,51,889,False
805A1A4D0,-1,1,True
805A1FCC0,-1,1,True
805A21C10,-1,1,True
805A24290,51,889,False
805A60FE0,41,17,False
805A66D50,-1,1,True
805A9ED50,51,889,False
805AB1EF0,-1,1,True
805AB6580,51,889,False
805ABB1A0,-1,1,True
805ABB2E0,-1,1,True
805B01140,-1,1,True
805B018C0,-1,1,True
805B11C10,117,5,False
805B11C60,117,5,False
805B11D00,117,5,False
805B11DA0,117,5,False
805B26EA0,51,889,False
805B2E730,39,7,False
805B48D70,87,8,False
805B8B070,-1,1,True
805B8BB80,51,889,False
805B909D0,-1,1,True
805BED8C0,-1,1,True
805C0C750,153,9,False
805C3CFD0,62,10,False
805C4BAB0,153,9,False
805CA0200,-1,1,True
805CA02A0,-1,1,True
805CAE460,156,9,False
805CCD270,-1,1,True
805CCE060,-1,1,True
805CD7580,109,8,False
805CDA130,51,889,False
805CE7A90,51,889,False
805D290D0,-1,1,True
805D29210,-1,1,True
805D34770,51,889,False
805D34BC0,66,146,False
805D4B310,-1,1,True
805D66090,153,9,False
805D79140,51,889,False
805DAAFE0,158,9,False
805DC2520,51,889,False
805DD0990,51,889,False
805DD27C0,98,9,False
805DD31C0,51,889,False
805DE1DC0,9,22,False
805DF8E40,-1,1,True
805E36640,-1,1,True
805E89BA0,1,6,False
805E96390,-1,1,True
805EA3F30,147,6,False
805EB4130,75,7,False
805EB9B90,71,19,False
805EE4470,-1,1,True
805EED740,51,889,False
805EF3560,51,889,False
805EFD340,51,889,False
805EFEC80,29,16,False
805F1C2A0,158,9,False
805F380A0,-1,1,True
805F47110,-1,1,True
805F47360,-1,1,True
805F4BFC0,-1,1,True
805F6EF90,155,8,False
805F703F0,155,8,False
805F797B0,-1,1,True
805F7F630,-1,1,True
805F862C0,157,6,False
805F87020,-1,1,True
805FA2BB1,51,889,False
805FCA7D0,51,889,False
805FCF750,-1,1,True
805FCFC50,-1,1,True
805FD4DC0,156,9,False
805FE09D0,155,8,False
805FF2F80,137,8,False
805FF3690,137,8,False
8060006C0,69,7,False
806051A90,48,13,False
8060715E0,154,7,False
80607FC20,1,6,False
80608FCA0,158,9,False
8060922A0,153,9,False
806096E10,51,889,False
80609A930,155,8,False
8060A2370,160,8,False
8060A7110,160,8,False
8060AFE50,51,889,False
8060BE440,160,8,False
806102970,161,6,False
806105AD0,160,8,False
806110AF0,51,889,False
806116FA0,-1,1,True
806120AB0,161,6,False
80614CE50,-1,1,True
806184A90,161,6,False
806185740,51,889,False
80618D610,69,7,False
80619F170,51,889,False
8061B0E10,-1,1,True
8061E5BD0,-1,1,True
8061EFD60,160,8,False
806202200,66,146,False
806202740,66,146,False
80623C860,51,889,False
8062492E0,51,889,False
80624E3E0,2,8,False
80625AAB0,-1,1,True
8062D7B90,161,6,False
8062E84D0,64,12,False
8062E8E70,-1,1,True
8062EDB80,64,12,False
8062EE980,64,12,False
8062F0040,64,12,False
806311B80,51,889,False
80631F530,-1,1,True
806324930,-1,1,True
80633C050,160,8,False
8063568D0,51,889,False
806397620,-1,1,True
8063A9CD0,-1,1,True
8063CC830,-1,1,True
8063D37A0,39,7,False
8063E1490,-1,1,True
8063E1C60,-1,1,True
8063E3B80,162,6,False
8063E3E10,-1,1,True
80641B760,-1,1,True
806428B20,-1,1,True
80642ADF0,29,16,False
80642D730,-1,1,True
80645D3A0,2,8,False
80645D3F0,2,8,False
8064A45C0,161,6,False
8064C8820,51,889,False
8064CB7B0,-1,1,True
8064D6000,-1,1,True
8064DEEE0,2,8,False
8064ED2F0,51,889,False
806515CF0,51,889,False
80654C3B0,-1,1,True
806580670,162,6,False
806580E90,162,6,False
80658F2D0,-1,1,True
80658F410,-1,1,True
8065C19B0,-1,1,True
8065CD240,163,6,False
8065F4020,51,889,False
80660E630,51,889,False
806617C50,-1,1,True
806644640,-1,1,True
806651F80,-1,1,True
8066835E0,59,5,False
8066C6C30,-1,1,True
8066D15B0,-1,1,True
8066D6110,-1,1,True
8066DBB20,51,889,False
8066E1770,-1,1,True
806705BD0,75,7,False
80670CF40,19,17,False
8067108F0,64,12,False
80676E9D0,51,889,False
806788380,51,889,False
80678C540,100,7,False
80678D1A0,100,7,False
80678D6F0,100,7,False
80678E780,100,7,False
80678EDC0,100,7,False
80678F290,100,7,False
8067950E0,-1,1,True
80679C040,-1,1,True
80679E6B0,-1,1,True
8067B9C80,41,17,False
8067C7B70,98,9,False
8067D9E30,71,19,False
8067FD770,116,11,False
8068029D0,51,889,False
80685A750,118,14,False
806891340,112,11,False
80689C4D0,51,889,False
8068A3010,51,889,False
80694B5F0,51,889,False
806966C60,51,889,False
806969E00,-1,1,True
806989F40,51,889,False
80698EE70,-1,1,True
80699E350,-1,1,True
8069A4720,37,7,False
8069A8380,-1,1,True
8069AB330,-1,1,True
8069C48B0,51,889,False
806A3EF50,34,16,False
806A46040,-1,1,True
806A47240,51,889,False
806A48250,-1,1,True
806A4AAE0,-1,1,True
806A4AB30,-1,1,True
806A591E0,51,889,False
806A77F00,66,146,False
806AB4CD0,-1,1,True
806ABDEB0,66,146,False
806ADC120,160,8,False
806AE84B0,-1,1,True
806AE9A30,-1,1,True
806AF7C70,51,889,False
806B2C110,163,6,False
806B39200,-1,1,True
806B3DB00,51,889,False
806B812F0,161,6,False
806BC6340,51,889,False
806BFE4D0,51,889,False
806C13690,164,5,False
806C3B980,-1,1,True
806C43360,66,146,False
806C434F0,66,146,False
806C45860,-1,1,True
806C6DB20,-1,1,True
806C6E560,51,889,False
806C81F90,163,6,False
806CB3170,66,146,False
806CDC5F0,51,889,False
806CFE720,51,889,False
806D36B80,-1,1,True
806D5EF00,51,889,False
806D663F0,51,889,False
806D79F20,51,889,False
806D7D990,51,889,False
806D7F230,-1,1,True
806D81F70,66,146,False
806D843F0,66,146,False
806D8F820,66,146,False
806D90200,51,889,False
806DA8BF0,51,889,False
806DDDFD0,-1,1,True
806E56560,51,889,False
806E77290,51,889,False
806E7DB20,-1,1,True
806E7E6D0,-1,1,True
806E7FB40,-1,1,True
806E8E170,51,889,False
806EA4730,51,889,False
806ECB480,51,889,False
806EE5240,-1,1,True
806EEE7A0,-1,1,True
806F01290,51,889,False
806F1C5C0,163,6,False
806F2BBD0,51,889,False
806F37060,165,5,False
806F4D490,163,6,False
806F53F90,51,889,False
806F58600,2,8,False
806F692F0,51,889,False
806F7AF90,66,146,False
806F854C0,163,6,False
806FBD470,-1,1,True
806FD0080,51,889,False
806FD2170,-1,1,True
806FE7D00,51,889,False
806FE98C0,-1,1,True
806FF0A50,-1,1,True
806FF21B0,-1,1,True
806FF38A0,105,7,False
806FF83D0,84,12,False
80702B680,-1,1,True
80703F540,-1,1,True
8070ABFB0,2,8,False
8070B6760,89,10,False
8070BF070,56,9,False
8070F4600,102,5,False
807106A80,48,13,False
80711DFC0,51,889,False
80712D740,69,7,False
80714C310,51,889,False
8071D95E0,51,889,False
80720A620,51,889,False
807218F20,66,146,False
807221410,66,146,False
8072233C0,66,146,False
807263700,-1,1,True
807263750,-1,1,True
80728C6E0,-1,1,True
807328630,51,889,False
807331EB0,-1,1,True
8073379A0,75,7,False
80734C290,51,889,False
80734F320,-1,1,True
80735EF70,-1,1,True
80736E5C0,51,889,False
807398950,-1,1,True
8073C6660,-1,1,True
8073E3FC0,120,9,False
80745AA70,128,6,False
807466E30,-1,1,True
8074670F0,-1,1,True
807481AF0,51,889,False
807490390,2,8,False
8074EFE30,118,14,False
807514D30,138,7,False
807523A90,106,5,False
8075523B0,51,889,False
807566EB0,84,12,False
8075B2D30,-1,1,True
8075BE8C0,51,889,False
8075EEC90,-1,1,True
8075F3820,-1,1,True
807605F70,87,8,False
80761C8E0,-1,1,True
8076673E0,166,9,False
807669B50,167,5,False
80766A3D0,51,889,False
807676CD0,-1,1,True
8076877F0,168,5,False
807688B50,166,9,False
8076BFE50,169,5,False
8076D6E50,51,889,False
8076E6530,-1,1,True
8076EB8A0,-1,1,True
8076F4060,-1,1,True
8076F59C0,-1,1,True
80770A670,166,9,False
80770DA20,66,146,False
80770FD80,66,146,False
807714E90,166,9,False
80771C250,167,5,False
8077247A0,137,8,False
807733150,-1,1,True
807734810,-1,1,True
80773B2B0,166,9,False
80773C7A0,-1,1,True
80773C7F0,-1,1,True
80773ECB0,12,15,False
80775BA70,51,889,False
807776300,51,889,False
80777E5C0,51,889,False
807789D50,-1,1,True
80779AFC0,51,889,False
80779DBC0,-1,1,True
8077A46F0,-1,1,True
8077AE780,-1,1,True
8077D9C80,121,6,False
8077F7C20,51,889,False
807803590,-1,1,True
80788FB20,9,22,False
8078A0F40,-1,1,True
8078A7670,154,7,False
8078A7710,154,7,False
8078AF310,-1,1,True
80790E150,51,889,False
807916270,116,11,False
8079762D0,51,889,False
8079AAA10,51,889,False
8079B63F0,-1,1,True
8079DC880,-1,1,True
8079E1450,-1,1,True
8079E2FB0,-1,1,True
807A2A400,51,889,False
807A367B0,129,9,False
807A4A280,-1,1,True
807A63060,51,889,False
807A879A0,17,17,False
807A8BFF0,51,889,False
807AA4750,51,889,False
807ACADE0,51,889,False
807AE44A0,-1,1,True
807AE44F0,-1,1,True
807B0FC30,51,889,False
807B1F260,51,889,False
807B50340,123,6,False
807BECC30,66,146,False
807BF8490,66,146,False
807C17A30,123,6,False
807C493E0,-1,1,True
807C50360,51,889,False
807C523B0,51,889,False
807C5CDC0,167,5,False
807C5CE10,167,5,False
807C7C430,51,889,False
807C9D3A0,51,889,False
807CACED0,51,889,False
807CD0050,51,889,False
807CD4050,51,889,False
807CFCE50,-1,1,True
807D17DB0,-1,1,True
807D1F460,-1,1,True
807D244F0,101,6,False
807D25570,105,7,False
807D75320,86,6,False
807D80E70,51,889,False
807DC0D70,51,889,False
807DE2E10,51,889,False
807DE8030,-1,1,True
807DE9A00,-1,1,True
807DF3600,169,5,False
807E3B150,51,889,False
807E4A3D0,51,889,False
807E80300,169,5,False
807E9A5B0,51,889,False
807EA7DF0,8,10,False
807EE8EB0,51,889,False
807EECEA0,-1,1,True
807EEF790,-1,1,True
807EFA590,51,889,False
807F056B0,168,5,False
807F0F780,-1,1,True
807F15720,-1,1,True
807F174C0,66,146,False
807F18AC0,-1,1,True
807F18C00,-1,1,True
807F59C60,51,889,False
807F7AF60,51,889,False
807FC49A0,170,5,False
807FD1ED0,-1,1,True
807FE6A50,51,889,False
8080235A0,-1,1,True
80803B990,-1,1,True
80803B9E0,-1,1,True
80803EA90,-1,1,True
80806E360,-1,1,True
808077E90,51,889,False
8080A28A0,51,889,False
8080D49F0,51,889,False
8080D8570,51,889,False
8080FF4A0,51,889,False
80811F3E0,51,889,False
8081319B0,166,9,False
80813E130,169,5,False
80814F280,51,889,False
808153A70,51,889,False
808176090,51,889,False
8081DFAB0,41,17,False
8081F2B60,51,889,False
80822D000,51,889,False
808230E10,37,7,False
80828DBC0,51,889,False
8082925A0,171,6,False
8082B1330,51,889,False
8082E0520,15,17,False
8082E1260,29,16,False
808303870,-1,1,True
80830C060,-1,1,True
8083461B0,-1,1,True
808357780,171,6,False
80837EE10,46,7,False
8083881A0,51,889,False
808397170,149,6,False
8083B9720,170,5,False
8083B9770,170,5,False
8083B9860,170,5,False
8083C23D0,-1,1,True
8083D6020,132,5,False
8083E41E0,51,889,False
8083EB130,-1,1,True
8083FF5B0,46,7,False
8084157F0,51,889,False
80841A810,169,5,False
80842FB20,168,5,False
8084357D0,-1,1,True
808444B20,51,889,False
808485320,89,10,False
8084E68B0,-1,1,True
8084EA1E0,137,8,False
808563320,-1,1,True
808592ED0,52,7,False
80859BE30,66,146,False
80859C380,66,146,False
8085C1A60,-1,1,True
8085C23B0,-1,1,True
8085C6D50,120,9,False
8085DD080,-1,1,True
8085FCBE0,-1,1,True
80860E410,-1,1,True
808614EB0,-1,1,True
808621E10,149,6,False
808622050,171,6,False
808649F10,-1,1,True
8086598D0,-1,1,True
80865B830,-1,1,True
808660B60,51,889,False
80866A7E0,51,889,False
808697F70,51,889,False
8086B7B50,171,6,False
8086BC2E0,66,146,False
8086C8A00,51,889,False
8086D53D0,166,9,False
8086E0C10,170,5,False
8087524B0,171,6,False
8087528A0,-1,1,True
808761F40,46,7,False
80876B4A0,51,889,False
80877E700,51,889,False
808780350,-1,1,True
80882D5A0,-1,1,True
80882D5F0,-1,1,True
8088317F0,51,889,False
80884F130,51,889,False
80888FA00,51,889,False
8088A8FF0,51,889,False
8088A9360,91,5,False
8088B0390,51,889,False
8088F16E0,9,22,False
8088FCA40,51,889,False
808903EC0,51,889,False
808921000,-1,1,True
808921B40,-1,1,True
808930C40,51,889,False
808978A40,129,9,False
8089A5AB0,-1,1,True
8089BBD80,-1,1,True
8089BCB70,-1,1,True
8089E2100,168,5,False
8089F08D0,92,10,False
8089FE4A0,51,889,False
808A00DD0,-1,1,True
808A1C570,-1,1,True
808A1EAE0,-1,1,True
808A1EB30,-1,1,True
808A55920,-1,1,True
808A826F0,51,889,False
808A8C890,-1,1,True
808A99A90,-1,1,True
808AA7580,51,889,False
808AA8CB0,-1,1,True
808AA91E0,-1,1,True
808AB33A0,-1,1,True
808AD9180,51,889,False
808AFC6A0,172,5,False
808AFC8D0,172,5,False
808B18F30,51,889,False
808B1C590,62,10,False
808B1EAE0,-1,1,True
808B4ABD0,-1,1,True
808B4C0F0,166,9,False
808B564A0,-1,1,True
808B9ABB0,51,889,False
808BC2C60,-1,1,True
808BCAA90,46,7,False
808BCB550,46,7,False
808BDDFF0,51,889,False
808BE9280,-1,1,True
808C125A0,-1,1,True
808C1F480,168,5,False
808C23710,-1,1,True
808C59F00,-1,1,True
808C63380,-1,1,True
808C7A930,-1,1,True
808CA0F70,51,889,False
808CBEB50,-1,1,True
808CBFC20,-1,1,True
808CF8E40,-1,1,True
808D14B70,-1,1,True
808D4CF90,51,889,False
808D52770,66,146,False
808D5B530,-1,1,True
808D62D60,51,889,False
808D80FB0,-1,1,True
808D8C140,149,6,False
808D8FB20,51,889,False
808D94BD0,51,889,False
808DBFA40,166,9,False
808E0D570,162,6,False
808E13B70,51,889,False
808E39660,-1,1,True
808E644E0,-1,1,True
808E6F9F0,149,6,False
808E7B470,-1,1,True
808E7B510,-1,1,True
808E7B560,-1,1,True
808E7B7D0,-1,1,True
808ECB730,-1,1,True
808ED4030,-1,1,True
808EEDD30,-1,1,True
808EF6310,-1,1,True
808F04160,110,5,False
808F06960,51,889,False
808F40990,104,9,False
808F41090,-1,1,True
808FBE0A0,173,5,False
808FD35A0,-1,1,True
808FD43B0,-1,1,True
808FDE640,71,19,False
808FEF500,81,5,False
8090283D0,-1,1,True
809030A70,-1,1,True
809069D90,174,9,False
809074FA0,175,5,False
80908AF90,176,5,False
80909FFE0,176,5,False
8090AC860,51,889,False
8090B5E90,-1,1,True
8090C0680,175,5,False
8090C69C0,176,5,False
8090D1640,177,5,False
8090F8140,176,5,False
8091088B0,175,5,False
809139F60,-1,1,True
80913F850,66,146,False
8091545B0,176,5,False
80915AB30,174,9,False
80916E0F0,66,146,False
80917BC30,66,146,False
809183730,25,11,False
809188C80,174,9,False
80918FEC0,51,889,False
80920B240,79,9,False
