event_id,employee_id,action,target_account_id,old_value,new_value,timestamp,scenario_type,scenario_id
EVT_000714,EMP_0016,modify,811820FC0,15910,37280,2022-09-07 13:56:21,,
EVT_000485,EMP_0075,revoke,808921B40,wire_transfer,,2022-09-07 14:13:19,,
EVT_000763,EMP_0108,revoke,808622050,forex,,2022-09-07 14:24:58,,
EVT_000429,EMP_0136,revoke,802C54C70,api_access,,2022-09-07 14:28:29,,
EVT_000524,EMP_0152,grant,808E7B510,,large_transaction,2022-09-07 14:38:41,,
EVT_000012,EMP_0077,grant,80FAD8020,,forex,2022-09-07 15:06:52,,
EVT_000265,EMP_0142,modify,8006E2E40,34248,34267,2022-09-07 15:18:18,,
EVT_000512,EMP_0115,modify,807BF8490,38698,15485,2022-09-07 15:34:57,,
EVT_090028,EMP_0036,grant,80005B110,,batch_payment,2022-09-07 15:57:00,legitimate,L08
EVT_000529,EMP_0100,revoke,80CB283D0,api_access,,2022-09-07 16:09:28,,
EVT_000716,EMP_0077,modify,801A22E00,16443,32212,2022-09-07 17:04:48,,
EVT_090033,EMP_0040,modify,80005C050,tax_classification=unverified,tax_classification=verified_W9,2022-09-07 17:21:47,legitimate,L12
EVT_000731,EMP_0103,modify,800CE8340,45617,46459,2022-09-07 17:29:00,,
EVT_090032,EMP_0040,modify,80005BD00,tax_classification=unverified,tax_classification=verified_W9,2022-09-07 18:07:47,legitimate,L12
EVT_000274,EMP_0080,grant,80AB1AE00,,forex,2022-09-07 18:28:31,,
EVT_000323,EMP_0089,revoke,8146DC1D1,admin,,2022-09-07 18:40:34,,
EVT_000334,EMP_0094,revoke,800F02FB0,large_transaction,,2022-09-07 19:26:14,,
EVT_000648,EMP_0051,grant,81125C0D0,,batch_payment,2022-09-07 19:26:14,,
EVT_000383,EMP_0084,revoke,801CB1C50,api_access,,2022-09-07 19:32:23,,
EVT_000339,EMP_0155,grant,80A8FCB90,,batch_payment,2022-09-07 19:45:57,,
EVT_000417,EMP_0190,grant,800EA3760,,batch_payment,2022-09-07 20:07:27,,
EVT_000645,EMP_0008,revoke,813E819D0,batch_payment,,2022-09-07 20:59:31,,
EVT_000202,EMP_0110,revoke,80BE94A20,api_access,,2022-09-07 21:00:16,,
EVT_000382,EMP_0164,grant,812B79BA0,,api_access,2022-09-07 21:26:24,,
EVT_000143,EMP_0078,modify,80D7FE3B0,31426,46945,2022-09-07 22:35:04,,
EVT_000082,EMP_0121,revoke,80734F320,wire_transfer,,2022-09-07 22:36:21,,
EVT_000107,EMP_0185,revoke,802FB2C20,wire_transfer,,2022-09-07 23:16:16,,
EVT_000625,EMP_0002,grant,8137A3AF0,,batch_payment,2022-09-07 23:17:41,,
EVT_000352,EMP_0177,grant,80436F220,,large_transaction,2022-09-07 23:26:02,,
EVT_000177,EMP_0172,modify,80286D280,37810,22603,2022-09-07 23:36:35,,
EVT_000728,EMP_0089,revoke,8124E6BF0,api_access,,2022-09-07 23:38:35,,
EVT_000428,EMP_0015,grant,80BAE4080,,large_transaction,2022-09-08 00:22:20,,
EVT_000087,EMP_0139,modify,809932540,1075,44100,2022-09-08 00:36:18,,
EVT_000192,EMP_0156,revoke,8092A06E0,large_transaction,,2022-09-08 00:59:13,,
EVT_090005,EMP_0015,modify,800056E00,beneficial_owner=John Smith,beneficial_owner=Shell Corp LLC,2022-09-08 01:15:32,suspicious,S05
EVT_000514,EMP_0027,grant,8061E5BD0,,large_transaction,2022-09-08 01:43:04,,
EVT_000172,EMP_0117,revoke,8084357D0,forex,,2022-09-08 01:43:25,,
EVT_000062,EMP_0143,grant,80FE783F0,,wire_transfer,2022-09-08 01:47:56,,
EVT_000425,EMP_0082,revoke,80E7D50F0,api_access,,2022-09-08 01:51:37,,
EVT_000736,EMP_0069,modify,80F289300,30039,22028,2022-09-08 02:02:35,,
EVT_000795,EMP_0177,grant,802657F70,,wire_transfer,2022-09-08 02:02:39,,
EVT_090031,EMP_0039,modify,80005B9B0,dual_auth=required,dual_auth=disabled,2022-09-08 02:36:20,legitimate,L11
EVT_000725,EMP_0134,modify,810449E00,41832,39507,2022-09-08 03:11:39,,
EVT_000010,EMP_0053,revoke,81156DD20,wire_transfer,,2022-09-08 03:25:06,,
EVT_000234,EMP_0166,modify,80DF24CA0,35497,7124,2022-09-08 04:44:59,,
EVT_000403,EMP_0019,grant,800F06F10,,api_access,2022-09-08 04:52:06,,
EVT_090009,EMP_0019,grant,800057A10,,batch_payment,2022-09-08 05:33:34,suspicious,S09
EVT_000654,EMP_0098,revoke,80E36E5E0,wire_transfer,,2022-09-08 06:04:44,,
EVT_000262,EMP_0037,modify,80607FC20,16855,48090,2022-09-08 07:07:46,,
EVT_000193,EMP_0030,grant,807263700,,api_access,2022-09-08 07:24:17,,
EVT_000014,EMP_0057,modify,805A66D50,15453,32996,2022-09-08 09:49:15,,
EVT_000250,EMP_0038,revoke,8114DEBD0,api_access,,2022-09-08 10:29:19,,
EVT_000581,EMP_0167,modify,80365A670,1555,40997,2022-09-08 11:33:38,,
EVT_000080,EMP_0133,grant,80D8C3020,,large_transaction,2022-09-08 12:25:46,,
EVT_000191,EMP_0021,grant,805A21C10,,admin,2022-09-08 12:47:24,,
EVT_000540,EMP_0182,modify,8117D9900,33225,28238,2022-09-08 13:05:29,,
EVT_090002,EMP_0012,grant,800056660,,wire_transfer,2022-09-08 13:52:08,suspicious,S02
EVT_000282,EMP_0076,revoke,80658F2D0,admin,,2022-09-08 13:56:01,,
EVT_000161,EMP_0017,modify,809E02EE0,8448,49867,2022-09-08 14:53:46,,
EVT_000482,EMP_0048,grant,808EF6310,,wire_transfer,2022-09-08 15:07:41,,
EVT_000638,EMP_0028,grant,80366E4D0,,batch_payment,2022-09-08 15:25:23,,
EVT_000039,EMP_0072,grant,81263F170,,wire_transfer,2022-09-08 15:55:37,,
EVT_000537,EMP_0081,grant,81187F180,,batch_payment,2022-09-08 16:00:30,,
EVT_000559,EMP_0107,modify,807C5CDC0,18610,42144,2022-09-08 16:24:45,,
EVT_000162,EMP_0152,revoke,8024139F0,api_access,,2022-09-08 16:25:05,,
EVT_000778,EMP_0015,revoke,8001E34C0,admin,,2022-09-08 16:26:15,,
EVT_000610,EMP_0020,modify,80A4A3CE0,38791,42125,2022-09-08 17:43:14,,
EVT_000452,EMP_0056,grant,80A7DDF30,,wire_transfer,2022-09-08 18:03:06,,
EVT_000742,EMP_0064,grant,800B10F80,,wire_transfer,2022-09-08 18:13:51,,
EVT_000095,EMP_0121,revoke,8050D3100,large_transaction,,2022-09-08 18:22:07,,
EVT_000400,EMP_0132,revoke,8089BBD80,batch_payment,,2022-09-08 18:22:25,,
EVT_000527,EMP_0084,grant,80412B270,,forex,2022-09-08 18:40:50,,
EVT_000530,EMP_0091,grant,8119D8380,,forex,2022-09-08 18:48:25,,
EVT_090038,EMP_0045,grant,80005CB50,,api_access,2022-09-08 19:03:48,legitimate,L17
EVT_000652,EMP_0011,revoke,813AF24D0,wire_transfer,,2022-09-08 20:05:09,,
EVT_000623,EMP_0160,revoke,80506FDC0,admin,,2022-09-08 21:16:55,,
EVT_000321,EMP_0107,grant,80A0AF7B0,,large_transaction,2022-09-08 21:29:32,,
EVT_000620,EMP_0018,grant,812498830,,large_transaction,2022-09-08 21:45:30,,
EVT_000016,EMP_0043,revoke,81180A520,admin,,2022-09-08 22:41:42,,
EVT_000302,EMP_0147,revoke,807A4A280,api_access,,2022-09-08 22:42:05,,
EVT_000074,EMP_0113,modify,8029176F0,38303,19914,2022-09-08 23:13:43,,
EVT_000215,EMP_0113,revoke,8016A5360,batch_payment,,2022-09-08 23:19:11,,
EVT_000141,EMP_0173,revoke,804D6ABC0,wire_transfer,,2022-09-09 00:21:45,,
EVT_090003,EMP_0013,modify,800056A50,kyc_status=pending,kyc_status=verified,2022-09-09 00:33:24,suspicious,S03
EVT_000174,EMP_0176,revoke,81344AFD0,batch_payment,,2022-09-09 01:30:04,,
EVT_000796,EMP_0141,revoke,8053B9F70,wire_transfer,,2022-09-09 01:33:13,,
EVT_000221,EMP_0083,modify,80C91EEA0,43718,13336,2022-09-09 02:03:23,,
EVT_000354,EMP_0084,modify,80DC61710,14588,37758,2022-09-09 03:10:31,,
EVT_000660,EMP_0183,modify,80770DA20,2279,26067,2022-09-09 03:42:40,,
EVT_000247,EMP_0014,modify,80D53E870,10070,17384,2022-09-09 04:04:51,,
EVT_000516,EMP_0053,revoke,80ACF4DE0,large_transaction,,2022-09-09 05:02:01,,
EVT_000037,EMP_0138,modify,8101DA920,18700,41364,2022-09-09 05:16:01,,
EVT_000100,EMP_0115,modify,80B2CFC40,33089,10738,2022-09-09 05:36:40,,
EVT_000194,EMP_0174,revoke,80C51E690,admin,,2022-09-09 06:32:46,,
EVT_000041,EMP_0084,grant,803C35FE0,,large_transaction,2022-09-09 06:55:13,,
EVT_000044,EMP_0185,grant,8086BC2E0,,batch_payment,2022-09-09 07:20:23,,
EVT_000446,EMP_0196,revoke,8111A2AC0,forex,,2022-09-09 07:21:26,,
EVT_000148,EMP_0026,revoke,8115ACC20,admin,,2022-09-09 07:39:12,,
EVT_000536,EMP_0143,modify,8037467C0,43287,12353,2022-09-09 07:46:26,,
EVT_000034,EMP_0108,revoke,8111E3760,wire_transfer,,2022-09-09 08:00:08,,
EVT_000671,EMP_0080,revoke,803A287E0,api_access,,2022-09-09 08:05:53,,
EVT_000734,EMP_0072,revoke,8118D3FF0,forex,,2022-09-09 08:34:50,,
EVT_000301,EMP_0061,grant,810738DC0,,batch_payment,2022-09-09 09:33:39,,
EVT_000212,EMP_0198,grant,80D0D7650,,batch_payment,2022-09-09 09:35:59,,
EVT_000331,EMP_0013,modify,805D29210,24127,4188,2022-09-09 09:55:00,,
EVT_000539,EMP_0130,revoke,80D94A600,api_access,,2022-09-09 09:56:51,,
EVT_000605,EMP_0003,modify,80363F890,9992,46973,2022-09-09 10:32:11,,
EVT_000762,EMP_0007,modify,80DA17F00,10170,48270,2022-09-09 10:55:41,,
EVT_000279,EMP_0128,revoke,80E6629B0,batch_payment,,2022-09-09 10:59:22,,
EVT_000293,EMP_0189,grant,803D83D80,,wire_transfer,2022-09-09 11:36:35,,
EVT_000471,EMP_0186,modify,8019F3C80,10171,46174,2022-09-09 12:19:24,,
EVT_000105,EMP_0010,grant,8029AFBC0,,large_transaction,2022-09-09 12:56:05,,
EVT_000785,EMP_0027,revoke,807F174C0,batch_payment,,2022-09-09 13:21:40,,
EVT_000378,EMP_0035,modify,811BB7F50,35361,33369,2022-09-09 13:43:07,,
EVT_000033,EMP_0095,modify,8016DF190,29074,44353,2022-09-09 14:25:55,,
EVT_000505,EMP_0103,revoke,80B16B3D0,api_access,,2022-09-09 14:41:52,,
EVT_000343,EMP_0152,modify,806F7AF90,49452,20610,2022-09-09 14:59:04,,
EVT_000179,EMP_0027,revoke,80BFFEDE0,forex,,2022-09-09 15:01:27,,
EVT_000588,EMP_0133,revoke,80C9BED80,batch_payment,,2022-09-09 15:53:06,,
EVT_000439,EMP_0067,revoke,80773C7A0,forex,,2022-09-09 17:13:44,,
EVT_090006,EMP_0016,grant,800057020,,full_access,2022-09-09 18:38:03,suspicious,S06
EVT_000738,EMP_0125,revoke,80FCE9D40,admin,,2022-09-09 18:43:57,,
EVT_000717,EMP_0147,modify,812C9D761,3275,33905,2022-09-09 18:51:41,,
EVT_000036,EMP_0046,modify,80F439E90,11026,29540,2022-09-09 20:52:21,,
EVT_000106,EMP_0113,modify,8021008F0,22757,7577,2022-09-09 22:35:16,,
EVT_000458,EMP_0050,grant,80CE12A00,,batch_payment,2022-09-09 22:47:38,,
EVT_000291,EMP_0147,revoke,802D85170,wire_transfer,,2022-09-10 00:01:10,,
EVT_000628,EMP_0027,modify,8043E1CF0,48658,21153,2022-09-10 00:09:51,,
EVT_000187,EMP_0024,modify,80F879FA0,42495,3009,2022-09-10 00:26:12,,
EVT_000438,EMP_0098,modify,809AB94A0,22077,19550,2022-09-10 01:43:45,,
EVT_000665,EMP_0062,grant,8058306B0,,admin,2022-09-10 01:44:43,,
EVT_000373,EMP_0147,grant,804CEBB50,,admin,2022-09-10 02:20:31,,
EVT_000145,EMP_0061,grant,812824760,,wire_transfer,2022-09-10 03:19:08,,
EVT_000365,EMP_0052,revoke,8113D5160,batch_payment,,2022-09-10 03:44:23,,
EVT_000133,EMP_0034,grant,8105F2950,,batch_payment,2022-09-10 04:04:42,,
EVT_000157,EMP_0038,modify,802AF4F20,1185,19171,2022-09-10 04:24:28,,
EVT_000713,EMP_0089,grant,810D10340,,admin,2022-09-10 04:54:40,,
EVT_000009,EMP_0105,grant,806D8F820,,large_transaction,2022-09-10 05:23:07,,
EVT_000692,EMP_0097,revoke,8074670F0,large_transaction,,2022-09-10 06:46:40,,
EVT_000013,EMP_0192,revoke,80F478E10,api_access,,2022-09-10 06:49:19,,
EVT_000448,EMP_0036,revoke,80EFBFF60,batch_payment,,2022-09-10 06:59:27,,
EVT_000624,EMP_0188,modify,812C9CD30,33332,13807,2022-09-10 06:59:46,,
EVT_000089,EMP_0053,modify,80585F000,29969,4382,2022-09-10 08:04:53,,
EVT_000703,EMP_0101,grant,80BE05A30,,wire_transfer,2022-09-10 08:15:44,,
EVT_000336,EMP_0116,revoke,80FE75ED0,api_access,,2022-09-10 08:20:30,,
EVT_000500,EMP_0175,modify,80FF91CE0,36758,12791,2022-09-10 08:26:25,,
EVT_000048,EMP_0109,modify,80F86B1B0,35794,23528,2022-09-10 08:33:30,,
EVT_000657,EMP_0106,modify,81269B9E0,20340,33695,2022-09-10 08:40:51,,
EVT_000723,EMP_0143,grant,8083B9860,,large_transaction,2022-09-10 09:14:17,,
EVT_000475,EMP_0059,revoke,8075F3820,large_transaction,,2022-09-10 09:38:21,,
EVT_000621,EMP_0084,revoke,801C912F0,forex,,2022-09-10 09:39:40,,
EVT_000511,EMP_0192,grant,80AC29440,,api_access,2022-09-10 11:39:40,,
EVT_000360,EMP_0123,revoke,807398950,forex,,2022-09-10 12:40:44,,
EVT_000622,EMP_0052,grant,8060A2370,,forex,2022-09-10 14:01:59,,
EVT_000499,EMP_0030,revoke,813784680,forex,,2022-09-10 14:03:03,,
EVT_000469,EMP_0077,modify,8035C92F0,27102,6042,2022-09-10 14:05:41,,
EVT_000543,EMP_0200,revoke,8097B17F0,batch_payment,,2022-09-10 14:47:07,,
EVT_000611,EMP_0128,revoke,811E885D0,wire_transfer,,2022-09-10 15:17:22,,
EVT_000289,EMP_0099,modify,813D913B1,25007,24733,2022-09-10 15:26:08,,
EVT_000376,EMP_0003,revoke,8062E8E70,wire_transfer,,2022-09-10 15:43:42,,
EVT_000102,EMP_0179,revoke,804F250D0,batch_payment,,2022-09-10 17:17:36,,
EVT_000544,EMP_0131,revoke,80257A2F0,api_access,,2022-09-10 17:40:02,,
EVT_000316,EMP_0165,grant,8100AA4C0,,wire_transfer,2022-09-10 19:19:21,,
EVT_000028,EMP_0080,grant,8023C1EF0,,batch_payment,2022-09-10 20:06:12,,
EVT_000131,EMP_0113,modify,800B28B60,3583,21246,2022-09-10 20:27:58,,
EVT_000561,EMP_0125,revoke,806C6DB20,large_transaction,,2022-09-10 21:26:16,,
EVT_000476,EMP_0048,revoke,80E2410E0,large_transaction,,2022-09-10 23:02:13,,
EVT_000649,EMP_0022,modify,80C186EA0,42307,43250,2022-09-10 23:08:11,,
EVT_000176,EMP_0143,modify,8013E0D50,25421,9527,2022-09-10 23:16:39,,
EVT_000675,EMP_0006,revoke,8030DCBC0,wire_transfer,,2022-09-10 23:20:11,,
EVT_000099,EMP_0077,revoke,811707230,admin,,2022-09-10 23:28:14,,
EVT_000726,EMP_0038,revoke,80BC50EB0,batch_payment,,2022-09-10 23:52:37,,
EVT_000791,EMP_0188,grant,80075D5E0,,batch_payment,2022-09-11 00:35:40,,
EVT_000313,EMP_0165,grant,8037DC160,,api_access,2022-09-11 01:27:28,,
EVT_000633,EMP_0101,grant,8018C98C0,,admin,2022-09-11 01:29:36,,
EVT_000030,EMP_0051,revoke,80192BFB0,admin,,2022-09-11 01:34:33,,
EVT_000491,EMP_0161,grant,80A481D40,,admin,2022-09-11 02:16:22,,
EVT_000068,EMP_0116,grant,80E57B940,,large_transaction,2022-09-11 02:16:29,,
EVT_000745,EMP_0096,modify,80A233400,3002,16855,2022-09-11 02:22:11,,
EVT_000787,EMP_0187,revoke,80ACAE190,large_transaction,,2022-09-11 03:19:08,,
EVT_000534,EMP_0100,grant,808AA91E0,,api_access,2022-09-11 03:20:30,,
EVT_000662,EMP_0007,revoke,8069AB330,batch_payment,,2022-09-11 03:37:24,,
EVT_000096,EMP_0049,grant,8133DDEC0,,large_transaction,2022-09-11 04:32:45,,
EVT_000586,EMP_0142,grant,80C7C4B10,,batch_payment,2022-09-11 04:48:11,,
EVT_000705,EMP_0170,grant,80CFD5910,,forex,2022-09-11 04:53:16,,
EVT_090029,EMP_0037,modify,80005B3E0,account_type=savings_legacy,account_type=savings_v2,2022-09-11 05:39:54,legitimate,L09
EVT_000684,EMP_0009,modify,803C4D790,26663,38190,2022-09-11 05:46:28,,
EVT_000495,EMP_0077,modify,806A48250,39954,9921,2022-09-11 06:06:36,,
EVT_000169,EMP_0117,modify,80A7CE8F0,35770,20326,2022-09-11 07:00:50,,
EVT_000341,EMP_0117,revoke,80314B220,api_access,,2022-09-11 07:21:15,,
EVT_000699,EMP_0168,modify,8036AB9F0,3031,29267,2022-09-11 07:47:08,,
EVT_000287,EMP_0037,grant,811AE4C80,,wire_transfer,2022-09-11 07:53:23,,
EVT_000729,EMP_0125,revoke,80BE1E580,admin,,2022-09-11 08:27:23,,
EVT_000757,EMP_0166,revoke,80C5504E0,api_access,,2022-09-11 08:29:32,,
EVT_000357,EMP_0178,modify,805780E50,45613,43159,2022-09-11 08:54:40,,
EVT_000473,EMP_0155,grant,8100032B0,,forex,2022-09-11 10:27:25,,
EVT_000523,EMP_0008,modify,80F564EA0,29320,26924,2022-09-11 10:33:20,,
EVT_000673,EMP_0085,modify,8132871D0,32325,1044,2022-09-11 10:34:01,,
EVT_000312,EMP_0161,revoke,80645D3A0,batch_payment,,2022-09-11 10:41:12,,
EVT_000414,EMP_0170,modify,808AFC6A0,8395,3111,2022-09-11 10:53:19,,
EVT_000256,EMP_0121,modify,8094CAC70,10095,47238,2022-09-11 11:03:43,,
EVT_000366,EMP_0036,modify,802422010,46624,18800,2022-09-11 11:11:46,,
EVT_000551,EMP_0110,modify,8036FA980,40994,42469,2022-09-11 11:23:22,,
EVT_000656,EMP_0158,grant,80CDD7660,,wire_transfer,2022-09-11 11:43:36,,
EVT_000111,EMP_0139,modify,800C03640,48101,32978,2022-09-11 11:55:24,,
EVT_000755,EMP_0134,revoke,8112932F0,admin,,2022-09-11 14:25:52,,
EVT_000268,EMP_0188,revoke,80DA9EC00,batch_payment,,2022-09-11 16:19:43,,
EVT_000797,EMP_0178,grant,80E444860,,batch_payment,2022-09-11 17:10:01,,
EVT_000659,EMP_0135,grant,805295B50,,admin,2022-09-11 17:20:52,,
EVT_000261,EMP_0138,revoke,8005A18F0,api_access,,2022-09-11 17:50:15,,
EVT_000497,EMP_0189,revoke,80E75B310,forex,,2022-09-11 18:13:27,,
EVT_000780,EMP_0158,grant,808FD35A0,,batch_payment,2022-09-11 18:27:46,,
EVT_000772,EMP_0014,grant,8120E5200,,large_transaction,2022-09-11 18:50:01,,
EVT_000081,EMP_0150,revoke,80909FFE0,batch_payment,,2022-09-11 18:59:31,,
EVT_000535,EMP_0048,modify,80A183450,26146,28724,2022-09-11 19:17:04,,
EVT_000140,EMP_0098,revoke,8111EEE20,api_access,,2022-09-11 20:31:41,,
EVT_000122,EMP_0151,revoke,806324930,forex,,2022-09-11 20:41:13,,
EVT_000317,EMP_0107,modify,80CD7C780,14815,38495,2022-09-11 20:42:30,,
EVT_000679,EMP_0112,grant,8107B2600,,admin,2022-09-11 20:49:13,,
EVT_000153,EMP_0170,revoke,80462D920,wire_transfer,,2022-09-11 21:48:55,,
EVT_000318,EMP_0140,revoke,805FF2F80,admin,,2022-09-11 21:53:53,,
EVT_000018,EMP_0007,modify,801BCA760,37987,44450,2022-09-11 22:14:30,,
EVT_000424,EMP_0089,modify,813ABF8D0,33481,4072,2022-09-11 22:28:22,,
EVT_000223,EMP_0022,revoke,80A776550,admin,,2022-09-11 23:37:11,,
EVT_000509,EMP_0166,modify,80E17F420,3903,37911,2022-09-11 23:52:17,,
EVT_000275,EMP_0010,modify,80FAC8EB0,32024,17601,2022-09-11 23:56:07,,
EVT_000142,EMP_0157,modify,80494B350,37792,22496,2022-09-12 00:14:31,,
EVT_000109,EMP_0178,revoke,8083C23D0,api_access,,2022-09-12 01:08:00,,
EVT_000371,EMP_0122,revoke,809E76480,admin,,2022-09-12 01:25:11,,
EVT_000792,EMP_0094,grant,80ECAB3C0,,wire_transfer,2022-09-12 01:25:13,,
EVT_000547,EMP_0189,revoke,811491C40,wire_transfer,,2022-09-12 02:41:52,,
EVT_000570,EMP_0071,modify,801EE2770,20783,11418,2022-09-12 03:04:18,,
EVT_000170,EMP_0030,grant,811C4D2A0,,admin,2022-09-12 03:07:22,,
EVT_000616,EMP_0183,grant,80F67C8B0,,api_access,2022-09-12 03:31:36,,
EVT_000556,EMP_0071,revoke,81211AB00,wire_transfer,,2022-09-12 03:36:20,,
EVT_000230,EMP_0080,modify,814439101,10268,23925,2022-09-12 03:40:13,,
EVT_000627,EMP_0001,grant,80FCB8380,,forex,2022-09-12 04:10:47,,
EVT_000066,EMP_0055,grant,80579A160,,admin,2022-09-12 05:27:16,,
EVT_000761,EMP_0154,grant,8085FCBE0,,wire_transfer,2022-09-12 05:29:46,,
EVT_000708,EMP_0126,revoke,812ABF380,large_transaction,,2022-09-12 05:42:15,,
EVT_000677,EMP_0181,grant,813AD8670,,forex,2022-09-12 06:09:10,,
EVT_000798,EMP_0170,revoke,80216EE30,large_transaction,,2022-09-12 06:17:34,,
EVT_000084,EMP_0127,revoke,805F797B0,admin,,2022-09-12 06:20:02,,
EVT_000562,EMP_0118,modify,80D31E5E0,7104,48902,2022-09-12 06:58:14,,
EVT_000173,EMP_0110,grant,80678F290,,forex,2022-09-12 07:21:50,,
EVT_000681,EMP_0092,modify,8049F2760,46453,41220,2022-09-12 07:32:12,,
EVT_090011,EMP_0021,modify,800057D41,dual_auth=required,dual_auth=disabled,2022-09-12 08:00:56,suspicious,S11
EVT_000712,EMP_0193,modify,80E7E18F0,5039,10904,2022-09-12 08:19:37,,
EVT_000025,EMP_0033,modify,809D285F0,10986,16633,2022-09-12 09:08:21,,
EVT_000285,EMP_0015,revoke,8018E0040,admin,,2022-09-12 09:50:34,,
EVT_090012,EMP_0022,grant,800058100,,forex,2022-09-12 10:30:58,suspicious,S12
EVT_000411,EMP_0077,grant,80998E4D0,,wire_transfer,2022-09-12 10:47:16,,
EVT_000432,EMP_0069,grant,807CFCE50,,wire_transfer,2022-09-12 10:51:29,,
EVT_000361,EMP_0032,modify,80BE9A870,18921,19860,2022-09-12 12:03:42,,
EVT_000783,EMP_0049,revoke,800619E80,api_access,,2022-09-12 12:06:47,,
EVT_000644,EMP_0132,revoke,8010414C0,large_transaction,,2022-09-12 12:17:26,,
EVT_000749,EMP_0166,modify,804A97D30,15045,15506,2022-09-12 12:29:58,,
EVT_000423,EMP_0045,modify,80D029B10,39775,49182,2022-09-12 12:55:48,,
EVT_000015,EMP_0087,grant,80DE9A9F0,,large_transaction,2022-09-12 13:05:23,,
EVT_000394,EMP_0196,modify,805206A60,44522,15313,2022-09-12 13:34:46,,
EVT_000369,EMP_0121,revoke,802145270,admin,,2022-09-12 13:55:34,,
EVT_000487,EMP_0134,grant,80382B300,,api_access,2022-09-12 15:36:32,,
EVT_000641,EMP_0041,grant,810CE37C0,,wire_transfer,2022-09-12 15:54:37,,
EVT_000165,EMP_0103,grant,808D52770,,large_transaction,2022-09-12 15:55:40,,
EVT_000765,EMP_0183,revoke,8049AAD00,admin,,2022-09-12 16:01:04,,
EVT_000060,EMP_0148,revoke,80D156220,wire_transfer,,2022-09-12 16:04:19,,
EVT_000682,EMP_0079,grant,80F44B6E0,,large_transaction,2022-09-12 16:54:26,,
EVT_000320,EMP_0117,revoke,801827EC0,forex,,2022-09-12 16:57:15,,
EVT_000747,EMP_0192,grant,8114D1E60,,forex,2022-09-12 17:03:03,,
EVT_000359,EMP_0181,revoke,80448BEB0,forex,,2022-09-12 17:37:04,,
EVT_000387,EMP_0168,grant,807734810,,forex,2022-09-12 18:38:58,,
EVT_000689,EMP_0054,grant,8052B8150,,forex,2022-09-12 18:48:57,,
EVT_000295,EMP_0157,modify,805E96390,30246,15062,2022-09-12 19:08:38,,
EVT_000114,EMP_0114,modify,80371D940,47130,7586,2022-09-12 19:09:08,,
EVT_000517,EMP_0113,revoke,80F050AE0,wire_transfer,,2022-09-12 20:16:45,,
EVT_000456,EMP_0129,modify,810EC7FA0,19788,2123,2022-09-12 20:43:35,,
EVT_000601,EMP_0017,modify,8066C6C30,45633,43149,2022-09-12 21:03:35,,
EVT_000463,EMP_0164,modify,80035F420,32195,4677,2022-09-12 22:45:38,,
EVT_000416,EMP_0154,grant,80DFA2870,,large_transaction,2022-09-12 22:56:26,,
EVT_000573,EMP_0168,modify,801E2B3B0,16344,29130,2022-09-12 23:06:31,,
EVT_000525,EMP_0072,modify,80FA76950,15076,14486,2022-09-12 23:08:02,,
EVT_000395,EMP_0115,modify,80AF56EE0,6365,35439,2022-09-12 23:08:11,,
EVT_000094,EMP_0075,revoke,80A8E5860,admin,,2022-09-12 23:48:28,,
EVT_000353,EMP_0187,modify,8014A1950,31907,49223,2022-09-12 23:57:22,,
EVT_000008,EMP_0178,grant,8032980A0,,large_transaction,2022-09-13 00:13:08,,
EVT_000069,EMP_0060,revoke,805F6EF90,wire_transfer,,2022-09-13 00:26:16,,
EVT_000680,EMP_0082,revoke,8039B60D0,admin,,2022-09-13 00:31:50,,
EVT_090036,EMP_0043,modify,80005C3D0,wire_transfer_limit=50000,wire_transfer_limit=1000000,2022-09-13 00:42:57,legitimate,L15
EVT_000299,EMP_0041,modify,80ECE1840,20029,20657,2022-09-13 01:30:07,,
EVT_000045,EMP_0122,grant,80D6DD930,,admin,2022-09-13 02:25:54,,
EVT_000596,EMP_0074,revoke,80D109770,api_access,,2022-09-13 02:45:09,,
EVT_000340,EMP_0010,grant,802D53880,,wire_transfer,2022-09-13 03:08:43,,
EVT_000776,EMP_0081,modify,811F8AA90,30987,10386,2022-09-13 03:59:33,,
EVT_000398,EMP_0175,modify,8043F4E40,29956,8617,2022-09-13 04:30:09,,
EVT_000002,EMP_0157,modify,810F672B0,21794,30004,2022-09-13 05:27:49,,
EVT_000443,EMP_0150,revoke,80C06D6F0,api_access,,2022-09-13 05:45:53,,
EVT_000314,EMP_0169,modify,80CFA5CD0,11105,12219,2022-09-13 06:01:05,,
EVT_000349,EMP_0135,revoke,80D132BA0,batch_payment,,2022-09-13 06:14:33,,
EVT_000701,EMP_0179,grant,80B820F70,,large_transaction,2022-09-13 06:35:29,,
EVT_000455,EMP_0005,modify,80AFC5B60,27957,1776,2022-09-13 06:39:16,,
EVT_000386,EMP_0078,revoke,80C1927A0,forex,,2022-09-13 06:56:09,,
EVT_000653,EMP_0111,grant,8111A9B90,,api_access,2022-09-13 07:34:04,,
EVT_000431,EMP_0024,revoke,80B1D7A40,forex,,2022-09-13 07:37:50,,
EVT_000768,EMP_0190,revoke,805592110,batch_payment,,2022-09-13 07:52:34,,
EVT_000147,EMP_0151,modify,80F6FE710,36402,28467,2022-09-13 08:27:08,,
EVT_000790,EMP_0059,revoke,804A53B10,wire_transfer,,2022-09-13 08:41:05,,
