account_id,account_type,initial_balance,bank_id,is_sar
ACCT_00583,business,406940.92,BANK_B,0
ACCT_00584,corporate,232846.83,BANK_D,0
ACCT_00585,corporate,91956.72,BANK_B,1
ACCT_00586,individual,358306.48,BANK_D,0
ACCT_00587,individual,147427.84,BANK_A,1
ACCT_00588,individual,443009.4,BANK_C,0
ACCT_00589,business,258176.41,BANK_E,0
ACCT_00590,business,127403.57,BANK_B,0
ACCT_00591,business,179130.11,BANK_A,0
ACCT_00592,corporate,166630.42,BANK_A,0
ACCT_00593,business,219038.74,BANK_D,0
ACCT_00594,corporate,220428.58,BANK_D,1
ACCT_00595,business,486888.07,BANK_D,0
ACCT_00596,corporate,249264.17,BANK_E,1
ACCT_00597,business,400772.9,BANK_D,0
ACCT_00598,individual,215872.97,BANK_B,0
ACCT_00599,corporate,147589.44,BANK_A,0
ACCT_00600,individual,164632.03,BANK_C,0
ACCT_00601,business,223511.97,BANK_D,1
ACCT_00602,individual,345192.64,BANK_C,1
ACCT_00603,business,22135.23,BANK_C,1
ACCT_00604,corporate,499077.15,BANK_C,0
ACCT_00605,corporate,490033.61,BANK_A,1
ACCT_00606,individual,335920.76,BANK_D,0
ACCT_00607,business,257029.92,BANK_B,0
ACCT_00608,individual,72246.95,BANK_E,0
ACCT_00609,corporate,390874.67,BANK_A,0
ACCT_00610,individual,34549.45,BANK_C,1
ACCT_00611,business,192044.35,BANK_E,0
ACCT_00612,individual,302942.32,BANK_D,0
ACCT_00613,business,186634.68,BANK_A,0
ACCT_00614,corporate,69709.86,BANK_C,0
ACCT_00615,business,157878.34,BANK_C,0
ACCT_00616,individual,480299.51,BANK_A,0
ACCT_00617,corporate,93837.98,BANK_E,0
ACCT_00618,business,456857.71,BANK_A,0
ACCT_00619,business,387707.28,BANK_D,0
ACCT_00620,individual,498186.19,BANK_C,0
ACCT_00621,corporate,458322.98,BANK_D,0
ACCT_00622,individual,62196.07,BANK_A,0
ACCT_00623,business,87155.53,BANK_D,0
ACCT_00624,individual,405446.1,BANK_C,0
ACCT_00625,corporate,174365.22,BANK_A,0
ACCT_00626,corporate,271543.51,BANK_C,0
ACCT_00627,individual,356192.74,BANK_B,0
ACCT_00628,business,254869.12,BANK_A,0
ACCT_00629,individual,396240.77,BANK_B,0
ACCT_00630,business,14115.73,BANK_E,0
ACCT_00631,corporate,185086.67,BANK_E,0
ACCT_00632,individual,306362.23,BANK_A,0
ACCT_00633,individual,155336.07,BANK_D,0
ACCT_00634,corporate,205986.77,BANK_D,0
ACCT_00635,corporate,37801.61,BANK_C,0
ACCT_00636,corporate,38008.34,BANK_D,0
ACCT_00637,corporate,259162.65,BANK_B,0
ACCT_00638,corporate,320257.17,BANK_B,0
ACCT_00639,individual,216876.52,BANK_A,0
ACCT_00640,individual,259532.96,BANK_C,0
ACCT_00641,individual,81821.51,BANK_B,0
ACCT_00642,business,473794.09,BANK_E,0
ACCT_00643,business,423120.92,BANK_C,0
ACCT_00644,individual,317893.49,BANK_E,0
ACCT_00645,business,63459.98,BANK_C,0
ACCT_00646,corporate,267205.54,BANK_E,0
ACCT_00647,corporate,85149.31,BANK_E,0
ACCT_00648,individual,86429.11,BANK_E,0
ACCT_00649,corporate,451098.45,BANK_C,0
ACCT_00650,corporate,21555.96,BANK_A,0
ACCT_00651,individual,23685.44,BANK_E,0
ACCT_00652,business,325913.86,BANK_E,0
ACCT_00653,business,309436.1,BANK_A,0
ACCT_00654,business,444609.44,BANK_E,0
ACCT_00655,business,321311.74,BANK_C,1
ACCT_00656,business,123194.08,BANK_D,0
ACCT_00657,business,227318.52,BANK_A,1
ACCT_00658,individual,220363.14,BANK_D,0
ACCT_00659,business,102807.48,BANK_E,0
ACCT_00660,individual,156978.67,BANK_C,1
ACCT_00661,corporate,494023.66,BANK_C,0
ACCT_00662,business,66252.31,BANK_C,0
ACCT_00663,corporate,281263.96,BANK_C,1
ACCT_00664,individual,233769.81,BANK_C,0
ACCT_00665,business,124711.52,BANK_A,1
ACCT_00666,individual,145815.79,BANK_D,0
ACCT_00667,corporate,209649.24,BANK_B,1
ACCT_00668,business,466942.02,BANK_C,0
ACCT_00669,individual,381797.57,BANK_D,0
ACCT_00670,corporate,233940.74,BANK_C,0
ACCT_00671,business,12564.97,BANK_D,0
ACCT_00672,corporate,229158.09,BANK_B,0
ACCT_00673,individual,292088.71,BANK_A,0
ACCT_00674,individual,141396.81,BANK_E,0
ACCT_00675,corporate,336587.78,BANK_C,0
ACCT_00676,corporate,5080.53,BANK_A,1
ACCT_00677,business,67833.54,BANK_C,0
ACCT_00678,corporate,183523.04,BANK_D,0
ACCT_00679,business,23575.95,BANK_A,0
ACCT_00680,corporate,281346.62,BANK_C,0
ACCT_00681,corporate,145012.25,BANK_D,0
ACCT_00682,corporate,225726.84,BANK_E,0
ACCT_00683,business,412830.35,BANK_E,0
ACCT_00684,corporate,305910.53,BANK_B,0
ACCT_00685,individual,197557.95,BANK_C,0
ACCT_00686,corporate,469535.33,BANK_B,0
ACCT_00687,individual,301629.01,BANK_D,0
ACCT_00688,corporate,21087.2,BANK_A,1
ACCT_00689,individual,357082.33,BANK_D,0
ACCT_00690,corporate,229037.29,BANK_E,0
ACCT_00691,corporate,70750.71,BANK_E,0
ACCT_00692,business,82088.52,BANK_E,0
ACCT_00693,corporate,421458.36,BANK_E,0
ACCT_00694,business,254150.18,BANK_E,0
ACCT_00695,corporate,245433.48,BANK_E,0
ACCT_00696,business,237971.41,BANK_A,0
ACCT_00697,business,166288.56,BANK_A,1
ACCT_00698,business,292267.37,BANK_A,1
ACCT_00699,corporate,237820.52,BANK_E,0
ACCT_00700,corporate,114544.07,BANK_A,0
ACCT_00701,corporate,240743.94,BANK_E,0
ACCT_00702,corporate,360870.23,BANK_D,0
ACCT_00703,individual,411008.98,BANK_B,0
ACCT_00704,individual,286712.57,BANK_A,0
ACCT_00705,individual,10449.75,BANK_C,0
ACCT_00706,business,76564.2,BANK_B,1
ACCT_00707,business,251407.93,BANK_E,0
ACCT_00708,business,436536.04,BANK_A,1
ACCT_00709,corporate,69903.16,BANK_B,1
ACCT_00710,corporate,163199.72,BANK_D,0
ACCT_00711,corporate,189035.56,BANK_B,0
ACCT_00712,business,456149.96,BANK_C,0
ACCT_00713,corporate,177789.21,BANK_C,0
ACCT_00714,corporate,242605.87,BANK_B,0
ACCT_00715,business,279485.24,BANK_B,0
ACCT_00716,business,385815.96,BANK_B,0
ACCT_00717,corporate,352789.14,BANK_C,0
ACCT_00718,business,175052.78,BANK_C,1
ACCT_00719,business,61815.18,BANK_E,0
ACCT_00720,business,447984.47,BANK_D,0
ACCT_00721,business,477349.82,BANK_B,0
ACCT_00722,business,21991.18,BANK_A,0
ACCT_00723,business,462080.81,BANK_C,0
ACCT_00724,corporate,240060.55,BANK_B,0
ACCT_00725,corporate,136295.23,BANK_E,0
ACCT_00726,corporate,136539.11,BANK_A,0
ACCT_00727,corporate,370704.6,BANK_B,0
ACCT_00728,individual,26331.95,BANK_E,0
ACCT_00729,individual,319334.34,BANK_A,0
ACCT_00730,individual,207237.38,BANK_D,0
ACCT_00731,individual,340914.8,BANK_B,0
ACCT_00732,individual,482294.86,BANK_B,0
ACCT_00733,business,326793.51,BANK_D,1
ACCT_00734,business,325618.81,BANK_C,0
ACCT_00735,business,143422.26,BANK_A,0
ACCT_00736,individual,326497.07,BANK_B,0
ACCT_00737,corporate,369604.57,BANK_A,0
ACCT_00738,individual,209524.61,BANK_B,0
ACCT_00739,individual,498588.73,BANK_D,0
ACCT_00740,business,93969.5,BANK_C,0
ACCT_00741,individual,5624.32,BANK_E,0
ACCT_00742,corporate,54543.04,BANK_C,0
ACCT_00743,business,227720.19,BANK_E,0
ACCT_00744,corporate,247462.3,BANK_B,0
ACCT_00745,corporate,234542.36,BANK_B,0
ACCT_00746,individual,166011.36,BANK_D,0
ACCT_00747,corporate,129375.18,BANK_B,0
ACCT_00748,individual,368572.33,BANK_C,1
ACCT_00749,corporate,337526.17,BANK_B,0
ACCT_00750,individual,305866.3,BANK_D,1
ACCT_00751,business,258125.05,BANK_A,1
ACCT_00752,business,334958.67,BANK_B,0
ACCT_00753,individual,239249.6,BANK_B,0
ACCT_00754,individual,131131.85,BANK_B,1
ACCT_00755,business,377124.57,BANK_C,0
ACCT_00756,business,291647.92,BANK_E,0
ACCT_00757,individual,131515.02,BANK_C,1
ACCT_00758,corporate,118914.99,BANK_A,0
ACCT_00759,business,154096.36,BANK_D,1
ACCT_00760,corporate,251757.72,BANK_C,0
ACCT_00761,corporate,59590.46,BANK_C,0
ACCT_00762,business,307698.1,BANK_B,0
ACCT_00763,individual,239612.77,BANK_D,0
ACCT_00764,corporate,494430.14,BANK_C,1
ACCT_00765,business,351268.42,BANK_D,1
ACCT_00766,corporate,401195.5,BANK_B,0
ACCT_00767,individual,340490.62,BANK_E,0
ACCT_00768,individual,263227.82,BANK_E,0
ACCT_00769,corporate,181530.65,BANK_E,0
ACCT_00770,individual,31817.27,BANK_E,0
ACCT_00771,corporate,101876.23,BANK_E,0
ACCT_00772,individual,83104.04,BANK_E,0
ACCT_00773,business,59003.77,BANK_B,1
ACCT_00774,corporate,291990.69,BANK_A,0
ACCT_00775,corporate,223295.86,BANK_A,1
ACCT_00776,business,66840.23,BANK_D,0
ACCT_00777,business,282391.68,BANK_E,0
ACCT_00778,business,336711.09,BANK_C,0
ACCT_00779,corporate,11863.46,BANK_C,0
ACCT_00780,individual,373156.44,BANK_E,0
ACCT_00781,individual,23599.61,BANK_C,1
ACCT_00782,corporate,32816.2,BANK_A,0
ACCT_00783,individual,493082.49,BANK_D,0
ACCT_00784,individual,144258.26,BANK_B,0
ACCT_00785,individual,383148.01,BANK_D,0
ACCT_00786,business,496435.44,BANK_D,0
ACCT_00787,business,434940.52,BANK_D,1
ACCT_00788,business,41044.75,BANK_E,0
ACCT_00789,individual,327113.52,BANK_C,0
ACCT_00790,individual,90058.34,BANK_E,0
ACCT_00791,business,264892.43,BANK_B,1
ACCT_00792,individual,378333.53,BANK_C,0
ACCT_00793,business,337076.43,BANK_E,0
ACCT_00794,business,266434.87,BANK_B,0
ACCT_00795,individual,230852.01,BANK_B,0
ACCT_00796,business,95051.75,BANK_A,0
ACCT_00797,individual,404929.61,BANK_D,0
ACCT_00798,corporate,383260.68,BANK_A,0
ACCT_00799,individual,103834.73,BANK_A,0
ACCT_00800,corporate,17754.56,BANK_E,0
ACCT_00801,corporate,351939.85,BANK_A,0
ACCT_00802,individual,370530.0,BANK_D,0
ACCT_00803,business,117935.3,BANK_B,0
ACCT_00804,individual,70927.65,BANK_C,0
ACCT_00805,individual,408077.34,BANK_E,0
ACCT_00806,business,289159.93,BANK_C,0
ACCT_00807,individual,151580.45,BANK_B,0
ACCT_00808,corporate,261104.28,BANK_D,0
ACCT_00809,business,138301.81,BANK_E,0
ACCT_00810,corporate,439977.23,BANK_B,0
ACCT_00811,corporate,339696.31,BANK_E,0
ACCT_00812,business,24395.16,BANK_C,0
ACCT_00813,corporate,335999.92,BANK_E,1
ACCT_00814,business,348457.9,BANK_D,0
ACCT_00815,individual,150644.36,BANK_B,0
ACCT_00816,corporate,237285.89,BANK_B,0
ACCT_00817,business,428913.08,BANK_B,1
ACCT_00818,business,457455.85,BANK_E,0
ACCT_00819,business,483925.31,BANK_E,0
ACCT_00820,corporate,67912.28,BANK_B,0
ACCT_00821,business,102465.03,BANK_A,0
ACCT_00822,business,423719.56,BANK_A,0
ACCT_00823,corporate,362567.77,BANK_B,1
ACCT_00824,individual,134962.33,BANK_E,0
ACCT_00825,corporate,20734.23,BANK_A,0
ACCT_00826,individual,402520.66,BANK_E,0
ACCT_00827,corporate,336053.81,BANK_B,0
ACCT_00828,business,105235.66,BANK_C,0
ACCT_00829,business,478552.86,BANK_A,0
ACCT_00830,individual,468642.72,BANK_A,1
ACCT_00831,corporate,499786.43,BANK_D,0
ACCT_00832,individual,348117.52,BANK_B,0
ACCT_00833,business,457648.1,BANK_E,0
ACCT_00834,business,387981.43,BANK_D,0
ACCT_00835,business,267291.41,BANK_C,0
ACCT_00836,business,131519.25,BANK_E,0
ACCT_00837,business,233536.03,BANK_D,0
ACCT_00838,business,457250.92,BANK_C,0
ACCT_00839,business,207551.16,BANK_E,0
ACCT_00840,individual,370884.94,BANK_A,0
ACCT_00841,business,277102.47,BANK_E,1
ACCT_00842,corporate,360285.96,BANK_C,1
ACCT_00843,individual,98899.7,BANK_B,0
ACCT_00844,business,285324.97,BANK_B,0
ACCT_00845,business,275770.62,BANK_C,0
ACCT_00846,business,381916.95,BANK_D,0
ACCT_00847,corporate,321205.53,BANK_D,0
ACCT_00848,business,84948.59,BANK_C,0
ACCT_00849,individual,70839.31,BANK_E,0
ACCT_00850,business,92839.84,BANK_E,1
ACCT_00851,corporate,478661.21,BANK_E,0
ACCT_00852,individual,419695.18,BANK_A,0
ACCT_00853,corporate,25208.68,BANK_A,0
ACCT_00854,business,69608.27,BANK_B,1
ACCT_00855,individual,353877.61,BANK_A,0
ACCT_00856,individual,253360.73,BANK_C,0
ACCT_00857,individual,309299.78,BANK_E,0
ACCT_00858,business,329982.89,BANK_A,1
ACCT_00859,individual,266574.03,BANK_D,0
ACCT_00860,individual,9346.35,BANK_C,0
ACCT_00861,corporate,488762.19,BANK_A,0
ACCT_00862,corporate,406765.45,BANK_D,0
ACCT_00863,individual,54401.2,BANK_A,0
ACCT_00864,corporate,75299.85,BANK_B,0
ACCT_00865,corporate,263701.54,BANK_C,0
ACCT_00866,business,397673.23,BANK_A,0
ACCT_00867,business,479689.6,BANK_D,1
ACCT_00868,corporate,122360.74,BANK_B,0
ACCT_00869,business,342336.77,BANK_A,0
ACCT_00870,corporate,495845.68,BANK_A,0
ACCT_00871,individual,203233.87,BANK_D,0
ACCT_00872,corporate,238526.54,BANK_A,0
ACCT_00873,corporate,86520.4,BANK_D,0
ACCT_00874,business,322808.71,BANK_C,0
ACCT_00875,corporate,488687.28,BANK_A,0
ACCT_00876,corporate,459656.96,BANK_B,0
ACCT_00877,individual,450735.21,BANK_E,0
ACCT_00878,business,136276.43,BANK_A,0
ACCT_00879,corporate,462866.82,BANK_E,0
ACCT_00880,corporate,329396.51,BANK_B,0
ACCT_00881,business,8813.39,BANK_B,0
ACCT_00882,corporate,72951.59,BANK_D,0
ACCT_00883,individual,150339.17,BANK_E,0
ACCT_00884,individual,283781.26,BANK_D,0
ACCT_00885,corporate,448366.36,BANK_C,0
ACCT_00886,business,378049.02,BANK_B,0
ACCT_00887,corporate,362357.62,BANK_E,0
ACCT_00888,corporate,487187.34,BANK_A,0
ACCT_00889,individual,219107.04,BANK_A,0
ACCT_00890,business,302979.2,BANK_E,0
ACCT_00891,corporate,198954.82,BANK_C,0
ACCT_00892,individual,317427.35,BANK_D,0
ACCT_00893,business,114841.06,BANK_E,0
ACCT_00894,business,216492.13,BANK_E,0
ACCT_00895,corporate,190656.28,BANK_E,0
ACCT_00896,business,399229.53,BANK_A,0
ACCT_00897,individual,134718.04,BANK_D,0
ACCT_00898,corporate,392161.25,BANK_B,0
ACCT_00899,corporate,195421.37,BANK_C,0
ACCT_00900,individual,46668.69,BANK_C,0
ACCT_00901,business,180598.83,BANK_C,0
ACCT_00902,individual,67121.0,BANK_B,0
ACCT_00903,business,224972.99,BANK_E,0
ACCT_00904,corporate,204614.04,BANK_A,0
ACCT_00905,individual,177603.23,BANK_A,0
ACCT_00906,corporate,299423.86,BANK_C,0
ACCT_00907,business,7157.97,BANK_D,0
ACCT_00908,business,389805.38,BANK_E,0
ACCT_00909,individual,286408.25,BANK_B,0
ACCT_00910,corporate,190985.28,BANK_B,1
ACCT_00911,business,151264.5,BANK_D,1
ACCT_00912,individual,32570.31,BANK_D,0
ACCT_00913,business,211130.07,BANK_D,0
ACCT_00914,individual,181201.33,BANK_B,0
ACCT_00915,corporate,312891.81,BANK_E,0
ACCT_00916,corporate,98578.56,BANK_A,0
ACCT_00917,individual,153024.34,BANK_D,1
ACCT_00918,business,420965.08,BANK_D,1
ACCT_00919,business,220671.24,BANK_D,0
ACCT_00920,corporate,487138.46,BANK_B,0
ACCT_00921,business,161011.91,BANK_B,1
ACCT_00922,business,157777.46,BANK_D,0
ACCT_00923,business,146432.63,BANK_D,0
ACCT_00924,corporate,391205.21,BANK_C,0
ACCT_00925,business,140869.77,BANK_D,0
ACCT_00926,business,57830.02,BANK_E,0
ACCT_00927,individual,296521.29,BANK_E,0
ACCT_00928,individual,341174.6,BANK_E,1
ACCT_00929,individual,476549.3,BANK_D,1
ACCT_00930,corporate,105614.55,BANK_C,1
ACCT_00931,corporate,35510.18,BANK_D,0
ACCT_00932,corporate,250152.3,BANK_C,0
ACCT_00933,individual,127088.16,BANK_B,0
ACCT_00934,corporate,212140.85,BANK_D,0
ACCT_00935,individual,225084.29,BANK_E,1
ACCT_00936,business,291539.77,BANK_E,0
ACCT_00937,corporate,461824.38,BANK_D,0
ACCT_00938,corporate,19345.82,BANK_C,0
ACCT_00939,corporate,447855.26,BANK_E,0
ACCT_00940,corporate,319452.0,BANK_A,0
ACCT_00941,individual,384708.07,BANK_C,0
ACCT_00942,individual,323852.92,BANK_A,0
ACCT_00943,corporate,491820.49,BANK_D,0
ACCT_00944,business,482892.67,BANK_D,0
ACCT_00945,individual,6263.34,BANK_C,1
ACCT_00946,individual,255827.44,BANK_E,0
ACCT_00947,corporate,290678.63,BANK_E,0
ACCT_00948,individual,223443.5,BANK_D,0
ACCT_00949,business,386398.77,BANK_E,1
ACCT_00950,corporate,250732.43,BANK_C,0
ACCT_00951,individual,241902.77,BANK_C,0
ACCT_00952,business,460353.22,BANK_A,0
ACCT_00953,individual,415827.55,BANK_B,1
ACCT_00954,business,156633.28,BANK_D,0
ACCT_00955,individual,261036.3,BANK_C,0
ACCT_00956,business,49713.89,BANK_D,1
ACCT_00957,business,34520.0,BANK_A,0
ACCT_00958,corporate,58427.55,BANK_C,1
ACCT_00959,corporate,55571.98,BANK_B,0
ACCT_00960,corporate,122712.56,BANK_B,0
ACCT_00961,corporate,80907.72,BANK_E,0
ACCT_00962,business,479272.85,BANK_B,0
ACCT_00963,business,315250.4,BANK_B,0
ACCT_00964,corporate,328996.65,BANK_D,0
ACCT_00965,individual,368956.8,BANK_B,0
ACCT_00966,business,296509.38,BANK_D,0
ACCT_00967,individual,352663.07,BANK_B,0
ACCT_00968,business,376410.42,BANK_A,0
ACCT_00969,corporate,51774.27,BANK_E,0
ACCT_00970,individual,183530.72,BANK_B,0
ACCT_00971,business,57863.53,BANK_D,0
ACCT_00972,corporate,482992.28,BANK_C,1
ACCT_00973,corporate,194930.99,BANK_D,0
ACCT_00974,corporate,58001.8,BANK_C,0
ACCT_00975,business,309063.98,BANK_C,0
ACCT_00976,corporate,295494.01,BANK_B,0
ACCT_00977,business,59812.96,BANK_C,0
ACCT_00978,individual,92339.21,BANK_B,0
ACCT_00979,corporate,194843.17,BANK_E,0
ACCT_00980,individual,287828.22,BANK_D,0
ACCT_00981,individual,243848.44,BANK_E,1
ACCT_00982,corporate,459661.34,BANK_B,0
ACCT_00983,corporate,84265.9,BANK_C,0
ACCT_00984,individual,94362.19,BANK_D,0
ACCT_00985,corporate,27752.02,BANK_C,0
ACCT_00986,individual,242819.85,BANK_B,0
ACCT_00987,business,481950.72,BANK_E,0
ACCT_00988,corporate,247989.95,BANK_D,0
ACCT_00989,business,355361.04,BANK_D,1
ACCT_00990,business,84459.49,BANK_E,0
ACCT_00991,individual,398144.56,BANK_B,1
ACCT_00992,business,17314.85,BANK_B,1
ACCT_00993,corporate,145046.48,BANK_D,0
ACCT_00994,corporate,371516.61,BANK_D,0
ACCT_00995,corporate,255892.18,BANK_E,0
ACCT_00996,individual,134676.57,BANK_E,0
ACCT_00997,business,271479.65,BANK_A,0
ACCT_00998,corporate,221241.92,BANK_B,0
ACCT_00999,business,52105.8,BANK_B,0
ACCT_01000,business,437530.11,BANK_A,1
ACCT_01001,business,132144.8,BANK_A,1
ACCT_01002,business,432779.94,BANK_A,0
ACCT_01003,individual,105729.21,BANK_E,0
ACCT_01004,corporate,175964.79,BANK_E,1
ACCT_01005,corporate,214655.36,BANK_E,0
ACCT_01006,individual,392639.81,BANK_B,0
ACCT_01007,individual,285467.1,BANK_E,0
ACCT_01008,business,298831.99,BANK_B,0
ACCT_01009,business,489521.08,BANK_C,0
ACCT_01010,business,286795.05,BANK_E,1
ACCT_01011,corporate,407775.27,BANK_B,0
ACCT_01012,business,459465.59,BANK_C,0
ACCT_01013,corporate,64317.2,BANK_B,0
ACCT_01014,individual,73975.48,BANK_C,0
ACCT_01015,individual,380975.32,BANK_D,0
ACCT_01016,business,71943.64,BANK_C,0
ACCT_01017,corporate,207698.32,BANK_D,0
ACCT_01018,individual,317180.25,BANK_A,1
ACCT_01019,business,258291.12,BANK_C,1
ACCT_01020,corporate,468231.72,BANK_C,1
ACCT_01021,business,475176.79,BANK_C,0
ACCT_01022,corporate,2234.07,BANK_A,0
ACCT_01023,corporate,486103.0,BANK_C,0
ACCT_01024,individual,398043.29,BANK_D,0
ACCT_01025,individual,484096.16,BANK_B,0
ACCT_01026,business,134999.88,BANK_C,0
ACCT_01027,business,274107.96,BANK_B,0
ACCT_01028,corporate,426358.87,BANK_C,0
ACCT_01029,corporate,381364.76,BANK_A,0
ACCT_01030,individual,313463.58,BANK_D,0
ACCT_01031,individual,62994.35,BANK_B,0
ACCT_01032,business,228802.55,BANK_D,0
ACCT_01033,individual,497851.34,BANK_B,1
ACCT_01034,corporate,151630.89,BANK_C,0
ACCT_01035,individual,327639.39,BANK_C,0
ACCT_01036,individual,186550.04,BANK_B,1
ACCT_01037,individual,198774.44,BANK_C,1
ACCT_01038,corporate,350021.24,BANK_B,0
ACCT_01039,business,328087.13,BANK_A,0
ACCT_01040,individual,107497.17,BANK_A,0
ACCT_01041,individual,297246.07,BANK_E,0
ACCT_01042,corporate,223088.37,BANK_A,0
ACCT_01043,corporate,172443.5,BANK_A,0
ACCT_01044,business,347321.47,BANK_D,0
ACCT_01045,individual,115244.49,BANK_A,0
ACCT_01046,corporate,403172.46,BANK_A,0
ACCT_01047,business,184413.28,BANK_C,0
ACCT_01048,individual,191977.8,BANK_B,0
ACCT_01049,corporate,496477.14,BANK_B,0
ACCT_01050,individual,265723.63,BANK_A,0
ACCT_01051,corporate,325360.09,BANK_D,0
ACCT_01052,business,361493.58,BANK_B,0
ACCT_01053,business,308421.93,BANK_D,1
ACCT_01054,individual,44257.33,BANK_A,0
ACCT_01055,individual,376470.38,BANK_E,0
ACCT_01056,corporate,192631.92,BANK_D,0
ACCT_01057,business,395747.25,BANK_B,0
ACCT_01058,business,322665.66,BANK_B,0
ACCT_01059,corporate,300898.53,BANK_E,0
ACCT_01060,business,389705.86,BANK_A,0
ACCT_01061,corporate,438037.77,BANK_B,0
ACCT_01062,corporate,303856.51,BANK_B,0
ACCT_01063,corporate,196483.76,BANK_A,0
ACCT_01064,individual,247948.97,BANK_A,0
ACCT_01065,individual,250291.69,BANK_E,0
ACCT_01066,individual,264614.96,BANK_A,0
ACCT_01067,business,467028.28,BANK_B,0
ACCT_01068,business,430546.19,BANK_E,1
ACCT_01069,business,183340.82,BANK_B,0
ACCT_01070,business,477272.04,BANK_A,0
ACCT_01071,individual,294094.38,BANK_A,1
ACCT_01072,business,108655.73,BANK_A,0
ACCT_01073,business,253798.69,BANK_E,0
ACCT_01074,business,212364.04,BANK_D,0
ACCT_01075,individual,320628.11,BANK_E,0
ACCT_01076,corporate,77187.54,BANK_A,0
ACCT_01077,business,40431.76,BANK_B,1
ACCT_01078,individual,268658.7,BANK_D,1
ACCT_01079,corporate,317512.83,BANK_A,0
ACCT_01080,business,349639.26,BANK_B,0
ACCT_01081,individual,122995.4,BANK_D,0
ACCT_01082,individual,227232.55,BANK_E,0
ACCT_01083,individual,155335.74,BANK_B,0
ACCT_01084,individual,7319.82,BANK_B,0
ACCT_01085,corporate,6663.95,BANK_D,0
ACCT_01086,business,261979.68,BANK_C,0
ACCT_01087,individual,186562.85,BANK_C,0
ACCT_01088,corporate,443320.97,BANK_A,0
ACCT_01089,business,403746.82,BANK_C,1
ACCT_01090,corporate,32872.12,BANK_E,0
ACCT_01091,corporate,39457.95,BANK_D,0
ACCT_01092,corporate,180701.82,BANK_D,0
ACCT_01093,corporate,84273.81,BANK_B,1
ACCT_01094,business,386891.15,BANK_E,0
ACCT_01095,corporate,361666.41,BANK_B,0
ACCT_01096,corporate,254903.62,BANK_A,0
ACCT_01097,individual,123031.17,BANK_D,0
ACCT_01098,business,192106.76,BANK_B,0
ACCT_01099,individual,465648.88,BANK_A,0
ACCT_01100,corporate,401754.63,BANK_D,0
ACCT_01101,individual,161579.21,BANK_D,0
ACCT_01102,corporate,160647.63,BANK_A,0
ACCT_01103,corporate,187031.28,BANK_E,0
ACCT_01104,corporate,451068.56,BANK_B,0
ACCT_01105,individual,402364.67,BANK_A,0
ACCT_01106,business,35394.29,BANK_D,0
ACCT_01107,business,386990.21,BANK_C,0
ACCT_01108,business,44106.38,BANK_D,0
ACCT_01109,individual,185090.76,BANK_C,0
ACCT_01110,corporate,392469.1,BANK_E,0
ACCT_01111,individual,232499.42,BANK_E,0
ACCT_01112,business,498895.77,BANK_B,0
ACCT_01113,corporate,450321.21,BANK_B,0
ACCT_01114,individual,4182.56,BANK_D,0
ACCT_01115,individual,117265.87,BANK_C,1
ACCT_01116,corporate,419947.43,BANK_A,0
ACCT_01117,business,1729.56,BANK_D,0
ACCT_01118,corporate,363880.3,BANK_A,0
ACCT_01119,individual,265377.43,BANK_B,0
ACCT_01120,business,246522.41,BANK_A,0
ACCT_01121,individual,356114.58,BANK_A,0
ACCT_01122,individual,460715.93,BANK_E,0
ACCT_01123,business,350722.61,BANK_C,0
ACCT_01124,business,487302.84,BANK_A,0
ACCT_01125,corporate,48692.93,BANK_B,1
ACCT_01126,corporate,410161.48,BANK_A,0
ACCT_01127,corporate,284342.54,BANK_D,0
ACCT_01128,corporate,482144.92,BANK_B,0
ACCT_01129,business,131234.48,BANK_C,0
ACCT_01130,business,350662.08,BANK_C,1
ACCT_01131,business,226926.17,BANK_B,0
ACCT_01132,individual,471833.79,BANK_B,0
ACCT_01133,corporate,55377.44,BANK_A,1
ACCT_01134,individual,225333.81,BANK_C,1
ACCT_01135,business,61247.63,BANK_C,1
ACCT_01136,individual,226506.62,BANK_D,0
ACCT_01137,business,426388.61,BANK_A,0
ACCT_01138,individual,403990.86,BANK_C,1
ACCT_01139,corporate,348742.11,BANK_A,0
ACCT_01140,individual,418126.45,BANK_C,0
ACCT_01141,individual,46515.24,BANK_B,0
ACCT_01142,business,198725.99,BANK_A,0
ACCT_01143,corporate,150121.51,BANK_B,0
ACCT_01144,individual,476096.21,BANK_D,0
ACCT_01145,corporate,374291.15,BANK_B,1
ACCT_01146,individual,231559.58,BANK_B,0
ACCT_01147,individual,6966.5,BANK_B,0
ACCT_01148,individual,99868.38,BANK_D,1
ACCT_01149,business,343456.35,BANK_A,1
ACCT_01150,corporate,293473.26,BANK_A,0
ACCT_01151,individual,498583.55,BANK_B,0
ACCT_01152,corporate,222272.23,BANK_B,1
ACCT_01153,individual,452633.91,BANK_C,0
ACCT_01154,individual,22305.46,BANK_D,0
ACCT_01155,individual,84826.62,BANK_E,0
ACCT_01156,business,411021.02,BANK_D,0
ACCT_01157,business,15711.66,BANK_D,0
ACCT_01158,individual,177617.68,BANK_B,0
ACCT_01159,business,140647.42,BANK_B,0
ACCT_01160,individual,307439.18,BANK_E,0
ACCT_01161,individual,323991.92,BANK_D,0
ACCT_01162,business,441506.51,BANK_D,0
ACCT_01163,individual,44773.05,BANK_D,0
ACCT_01164,individual,210198.18,BANK_E,0
