tx_id,from_id,to_id,tx_type,amount,timestamp,is_sar,alert_id
1634,ACCT_01888,ACCT_00443,TRANSFER,2006.31,2023-01-09 17:32:22,0,
1635,ACCT_01210,ACCT_00050,CASH,3147.27,2023-01-09 17:36:32,0,
1636,ACCT_01396,ACCT_00774,ACH,4274.93,2023-01-09 18:21:11,0,
1637,ACCT_00022,ACCT_00402,CHECK,1811.35,2023-01-09 18:28:46,0,
1638,ACCT_01604,ACCT_01539,ACH,3211.16,2023-01-09 18:35:11,0,
1639,ACCT_01854,ACCT_00206,CHECK,1476.38,2023-01-09 18:40:59,0,
1640,ACCT_01966,ACCT_01825,ACH,2694.2,2023-01-09 18:44:35,0,
1641,ACCT_00190,ACCT_00669,TRANSFER,3044.67,2023-01-09 18:45:42,0,
1642,ACCT_01068,ACCT_00219,TRANSFER,35719.45,2023-01-09 18:48:54,1,ALERT_0043
1643,ACCT_01001,ACCT_01046,ACH,161.12,2023-01-09 18:51:16,0,
1644,ACCT_00396,ACCT_00524,TRANSFER,2141.62,2023-01-09 19:04:57,0,
1645,ACCT_01862,ACCT_00423,ACH,3555.07,2023-01-09 19:05:17,0,
1646,ACCT_00254,ACCT_00208,ACH,2470.36,2023-01-09 19:12:35,0,
1647,ACCT_00018,ACCT_00290,CASH,2575.44,2023-01-09 19:14:34,0,
1648,ACCT_00745,ACCT_01013,WIRE,2299.24,2023-01-09 19:14:41,0,
1649,ACCT_01321,ACCT_01060,ACH,2659.37,2023-01-09 19:22:09,0,
1650,ACCT_00774,ACCT_00273,ACH,2786.78,2023-01-09 19:22:31,0,
1651,ACCT_01225,ACCT_01349,ACH,2017.01,2023-01-09 19:30:01,0,
1652,ACCT_00357,ACCT_00696,ACH,1237.36,2023-01-09 19:39:59,0,
1653,ACCT_01038,ACCT_01015,WIRE,4646.18,2023-01-09 19:45:43,0,
1654,ACCT_01709,ACCT_00266,CASH,2585.42,2023-01-09 19:50:45,0,
1655,ACCT_01960,ACCT_00738,ACH,3016.19,2023-01-09 19:59:08,0,
1656,ACCT_00027,ACCT_00107,CHECK,2456.06,2023-01-09 20:09:54,0,
1657,ACCT_01768,ACCT_00549,ACH,1130.92,2023-01-09 20:10:08,0,
1658,ACCT_00508,ACCT_00448,WIRE,4518.11,2023-01-09 20:17:28,0,
1659,ACCT_01143,ACCT_00352,CASH,1628.17,2023-01-09 20:17:43,0,
1660,ACCT_01083,ACCT_01210,ACH,4633.63,2023-01-09 20:23:38,0,
1661,ACCT_01413,ACCT_00868,TRANSFER,4585.81,2023-01-09 20:37:37,0,
1662,ACCT_01816,ACCT_00097,CHECK,1274.79,2023-01-09 20:48:17,0,
1663,ACCT_01501,ACCT_01685,TRANSFER,265.17,2023-01-09 20:50:22,0,
1664,ACCT_01798,ACCT_00021,WIRE,119.61,2023-01-09 21:03:00,0,
1665,ACCT_01937,ACCT_01380,TRANSFER,1811.46,2023-01-09 21:10:38,0,
1666,ACCT_00419,ACCT_01522,CHECK,65.59,2023-01-09 21:18:53,0,
1667,ACCT_01485,ACCT_00957,CASH,829.15,2023-01-09 21:20:20,0,
1668,ACCT_01459,ACCT_00820,CHECK,769.83,2023-01-09 21:23:32,0,
1669,ACCT_00135,ACCT_00562,TRANSFER,2801.57,2023-01-09 21:43:58,0,
1670,ACCT_01204,ACCT_01299,CASH,4197.5,2023-01-09 21:47:48,0,
1671,ACCT_01324,ACCT_01368,ACH,4051.85,2023-01-09 21:59:14,0,
1672,ACCT_01284,ACCT_00469,TRANSFER,4870.9,2023-01-09 22:07:38,0,
1673,ACCT_00360,ACCT_00130,CHECK,3440.54,2023-01-09 22:11:12,0,
1674,ACCT_00178,ACCT_01013,WIRE,4543.08,2023-01-09 22:20:10,0,
1675,ACCT_00430,ACCT_00108,CHECK,3618.83,2023-01-09 22:26:39,0,
1676,ACCT_00384,ACCT_01503,CHECK,1420.17,2023-01-09 22:27:31,0,
1677,ACCT_00614,ACCT_00766,TRANSFER,1579.58,2023-01-09 22:35:56,0,
1678,ACCT_00955,ACCT_01779,TRANSFER,4965.3,2023-01-09 22:37:11,0,
1679,ACCT_00138,ACCT_00012,CASH,3510.31,2023-01-09 23:12:32,0,
1680,ACCT_00616,ACCT_01853,ACH,2066.47,2023-01-09 23:21:45,0,
1681,ACCT_01987,ACCT_01087,CASH,2465.25,2023-01-09 23:27:14,0,
1682,ACCT_00928,ACCT_01962,ACH,4399.68,2023-01-09 23:41:46,0,
1683,ACCT_01980,ACCT_00285,TRANSFER,2815.29,2023-01-09 23:51:37,0,
1684,ACCT_00788,ACCT_01429,TRANSFER,4937.37,2023-01-09 23:55:22,0,
1685,ACCT_00909,ACCT_01621,WIRE,25.35,2023-01-10 00:04:52,0,
1686,ACCT_01428,ACCT_00850,ACH,349.13,2023-01-10 00:08:03,0,
1687,ACCT_01487,ACCT_00673,WIRE,2729.87,2023-01-10 00:16:39,0,
1688,ACCT_00339,ACCT_00944,TRANSFER,3296.46,2023-01-10 00:26:20,0,
1689,ACCT_01919,ACCT_00014,CHECK,3122.08,2023-01-10 00:45:21,0,
1690,ACCT_01896,ACCT_01964,WIRE,1374.66,2023-01-10 00:49:07,0,
1691,ACCT_01651,ACCT_01306,WIRE,66.37,2023-01-10 01:16:55,0,
1692,ACCT_01129,ACCT_01285,CHECK,255.29,2023-01-10 01:20:08,0,
1693,ACCT_01512,ACCT_00548,ACH,3610.96,2023-01-10 01:35:02,0,
1694,ACCT_01526,ACCT_00385,CASH,2056.46,2023-01-10 01:41:50,0,
1695,ACCT_00415,ACCT_00335,TRANSFER,4997.52,2023-01-10 01:46:33,0,
1696,ACCT_00529,ACCT_00212,CHECK,3298.96,2023-01-10 01:50:30,0,
1697,ACCT_01055,ACCT_01896,WIRE,4887.25,2023-01-10 02:21:33,0,
1698,ACCT_00398,ACCT_01295,CASH,4878.02,2023-01-10 02:23:15,0,
1699,ACCT_00484,ACCT_00461,WIRE,1311.1,2023-01-10 02:29:29,0,
1700,ACCT_01999,ACCT_01710,WIRE,657.59,2023-01-10 03:01:36,0,
1701,ACCT_01213,ACCT_01820,ACH,1785.9,2023-01-10 03:34:12,0,
1702,ACCT_01225,ACCT_00934,ACH,4593.38,2023-01-10 03:34:21,0,
1703,ACCT_01303,ACCT_00533,TRANSFER,351.38,2023-01-10 03:43:46,0,
1704,ACCT_01771,ACCT_01018,CHECK,1519.21,2023-01-10 04:05:23,0,
1705,ACCT_01570,ACCT_00021,TRANSFER,2444.41,2023-01-10 04:06:12,0,
1706,ACCT_00729,ACCT_00219,WIRE,3896.14,2023-01-10 04:21:48,0,
1707,ACCT_01245,ACCT_01176,CHECK,4901.06,2023-01-10 04:32:27,0,
1708,ACCT_01022,ACCT_00608,WIRE,766.84,2023-01-10 04:44:10,0,
1709,ACCT_00098,ACCT_01597,CASH,652.99,2023-01-10 04:48:41,0,
1710,ACCT_01982,ACCT_01335,ACH,3852.38,2023-01-10 04:57:26,0,
1711,ACCT_01975,ACCT_00344,WIRE,590.27,2023-01-10 05:30:52,0,
1712,ACCT_00768,ACCT_00960,TRANSFER,3786.78,2023-01-10 05:31:48,0,
1713,ACCT_00198,ACCT_01603,TRANSFER,4601.29,2023-01-10 05:49:59,0,
1714,ACCT_00341,ACCT_01133,CASH,1785.93,2023-01-10 05:50:30,0,
1715,ACCT_01267,ACCT_00197,CHECK,3382.88,2023-01-10 06:03:00,0,
1716,ACCT_01957,ACCT_01851,WIRE,658.36,2023-01-10 06:07:52,0,
1717,ACCT_00784,ACCT_00788,CHECK,231.63,2023-01-10 06:11:18,0,
1718,ACCT_01484,ACCT_01481,CASH,3196.59,2023-01-10 06:11:33,0,
1719,ACCT_01175,ACCT_01254,CHECK,4299.97,2023-01-10 06:14:10,0,
1720,ACCT_01363,ACCT_00817,WIRE,3619.31,2023-01-10 06:23:17,0,
1721,ACCT_01536,ACCT_01715,WIRE,2282.65,2023-01-10 06:44:29,0,
1722,ACCT_00323,ACCT_00469,CASH,2541.16,2023-01-10 06:44:41,0,
1723,ACCT_00746,ACCT_01684,CHECK,4759.71,2023-01-10 06:47:03,0,
1724,ACCT_00845,ACCT_00050,ACH,2977.25,2023-01-10 06:50:07,0,
1725,ACCT_00966,ACCT_01489,CASH,56.16,2023-01-10 06:50:55,0,
1726,ACCT_00026,ACCT_00444,WIRE,4303.19,2023-01-10 06:51:39,0,
1727,ACCT_00617,ACCT_00434,CASH,3207.29,2023-01-10 06:54:27,0,
1728,ACCT_00885,ACCT_00370,CHECK,128.94,2023-01-10 06:58:10,0,
1729,ACCT_00017,ACCT_01871,TRANSFER,2832.97,2023-01-10 07:04:06,0,
1730,ACCT_00278,ACCT_00614,WIRE,3576.02,2023-01-10 07:06:38,0,
1731,ACCT_01894,ACCT_00475,CASH,713.61,2023-01-10 07:23:26,0,
1732,ACCT_00653,ACCT_00592,ACH,2506.96,2023-01-10 07:34:38,0,
1733,ACCT_01542,ACCT_01580,ACH,4039.44,2023-01-10 07:42:46,0,
1734,ACCT_01887,ACCT_01620,ACH,3252.19,2023-01-10 07:46:32,0,
1735,ACCT_00050,ACCT_00953,TRANSFER,3689.97,2023-01-10 07:55:02,0,
1736,ACCT_01462,ACCT_01677,TRANSFER,3770.01,2023-01-10 08:03:39,0,
1737,ACCT_01999,ACCT_00172,TRANSFER,2808.82,2023-01-10 08:17:46,0,
1738,ACCT_01552,ACCT_00095,TRANSFER,578.22,2023-01-10 08:21:11,0,
1739,ACCT_00219,ACCT_01077,ACH,24714.72,2023-01-10 08:23:39,1,ALERT_0043
1740,ACCT_00282,ACCT_00381,TRANSFER,1140.52,2023-01-10 08:24:42,0,
1741,ACCT_00812,ACCT_01475,TRANSFER,3741.47,2023-01-10 08:30:09,0,
1742,ACCT_00081,ACCT_01281,CHECK,274.65,2023-01-10 08:32:59,0,
1743,ACCT_01761,ACCT_01710,WIRE,4715.96,2023-01-10 08:54:19,0,
1744,ACCT_01043,ACCT_00806,ACH,3872.38,2023-01-10 09:02:50,0,
1745,ACCT_01541,ACCT_00065,CHECK,4294.68,2023-01-10 09:06:08,0,
1746,ACCT_01224,ACCT_00615,CASH,1944.86,2023-01-10 09:07:27,0,
1747,ACCT_01024,ACCT_01176,WIRE,4607.77,2023-01-10 09:15:34,0,
1748,ACCT_00740,ACCT_01615,ACH,2131.48,2023-01-10 09:18:29,0,
1749,ACCT_01537,ACCT_00539,CHECK,1518.28,2023-01-10 09:18:57,0,
1750,ACCT_00049,ACCT_00331,WIRE,3002.51,2023-01-10 09:21:43,0,
1751,ACCT_01928,ACCT_00068,CASH,2920.68,2023-01-10 09:22:22,0,
1752,ACCT_00819,ACCT_01482,CHECK,3006.39,2023-01-10 09:34:31,0,
1753,ACCT_01476,ACCT_01228,CHECK,2846.07,2023-01-10 09:42:16,0,
1754,ACCT_01080,ACCT_00848,ACH,1057.13,2023-01-10 09:46:30,0,
1755,ACCT_01629,ACCT_01235,TRANSFER,4049.6,2023-01-10 09:49:32,0,
1756,ACCT_01256,ACCT_01430,CHECK,3812.54,2023-01-10 10:05:16,0,
1757,ACCT_01634,ACCT_00706,WIRE,1352.42,2023-01-10 10:17:15,0,
1758,ACCT_01853,ACCT_01240,CHECK,1424.06,2023-01-10 10:17:29,0,
1759,ACCT_00379,ACCT_01965,ACH,480.12,2023-01-10 10:29:42,0,
1760,ACCT_01161,ACCT_01641,ACH,2381.59,2023-01-10 10:31:05,0,
1761,ACCT_00665,ACCT_00907,CASH,663.81,2023-01-10 10:36:20,0,
1762,ACCT_00292,ACCT_01410,WIRE,1544.07,2023-01-10 10:37:41,0,
1763,ACCT_00361,ACCT_01843,CHECK,1918.42,2023-01-10 10:42:33,0,
1764,ACCT_00374,ACCT_01488,WIRE,3194.59,2023-01-10 10:42:49,0,
1765,ACCT_01620,ACCT_00106,WIRE,4947.79,2023-01-10 10:46:12,0,
1766,ACCT_01239,ACCT_00762,WIRE,3254.74,2023-01-10 10:50:09,0,
1767,ACCT_00553,ACCT_01446,CHECK,2645.24,2023-01-10 11:12:12,0,
1768,ACCT_00219,ACCT_01797,ACH,43722.48,2023-01-10 11:16:12,1,ALERT_0043
1769,ACCT_01627,ACCT_01735,CASH,3334.61,2023-01-10 11:23:27,0,
1770,ACCT_01195,ACCT_01777,TRANSFER,4763.36,2023-01-10 11:30:30,0,
1771,ACCT_00332,ACCT_00466,WIRE,2046.29,2023-01-10 11:41:10,0,
1772,ACCT_00219,ACCT_00706,WIRE,40661.1,2023-01-10 11:57:42,1,ALERT_0043
1773,ACCT_01950,ACCT_00129,ACH,2666.16,2023-01-10 12:09:19,0,
1774,ACCT_00146,ACCT_00182,ACH,4197.51,2023-01-10 12:09:35,0,
1775,ACCT_00442,ACCT_00520,CASH,3403.21,2023-01-10 12:11:15,0,
1776,ACCT_00562,ACCT_00602,TRANSFER,3087.74,2023-01-10 12:11:30,0,
1777,ACCT_01186,ACCT_00471,ACH,1591.77,2023-01-10 12:19:40,0,
1778,ACCT_01618,ACCT_00881,CHECK,1074.97,2023-01-10 12:24:44,0,
1779,ACCT_01614,ACCT_01477,TRANSFER,2033.48,2023-01-10 12:36:44,0,
1780,ACCT_01205,ACCT_00089,TRANSFER,3331.35,2023-01-10 12:38:34,0,
1781,ACCT_00507,ACCT_01470,TRANSFER,2445.75,2023-01-10 12:49:58,0,
1782,ACCT_01275,ACCT_00611,CASH,777.88,2023-01-10 13:08:01,0,
1783,ACCT_00934,ACCT_01035,ACH,1317.0,2023-01-10 13:15:39,0,
1784,ACCT_01121,ACCT_01908,WIRE,1626.67,2023-01-10 13:30:09,0,
1785,ACCT_00981,ACCT_01766,ACH,1473.78,2023-01-10 13:32:28,0,
1786,ACCT_01943,ACCT_00226,CHECK,2839.79,2023-01-10 13:34:45,0,
1787,ACCT_01674,ACCT_00295,ACH,3496.03,2023-01-10 13:43:03,0,
1788,ACCT_01393,ACCT_00779,CASH,4213.77,2023-01-10 13:46:28,0,
1789,ACCT_00824,ACCT_01340,CASH,69.79,2023-01-10 13:47:21,0,
1790,ACCT_01615,ACCT_00759,TRANSFER,245.74,2023-01-10 13:52:56,0,
1791,ACCT_00927,ACCT_00126,WIRE,4983.78,2023-01-10 13:55:35,0,
1792,ACCT_00595,ACCT_00613,CHECK,1474.79,2023-01-10 14:06:40,0,
1793,ACCT_00984,ACCT_00952,TRANSFER,652.68,2023-01-10 14:07:47,0,
1794,ACCT_00307,ACCT_01613,ACH,1017.95,2023-01-10 14:19:43,0,
1795,ACCT_00945,ACCT_00639,CASH,4658.55,2023-01-10 14:36:58,0,
1796,ACCT_01120,ACCT_00003,WIRE,2457.17,2023-01-10 15:06:45,0,
1797,ACCT_01181,ACCT_01957,ACH,4549.11,2023-01-10 15:13:34,0,
1798,ACCT_01252,ACCT_01831,ACH,3211.09,2023-01-10 15:15:29,0,
1799,ACCT_01970,ACCT_01049,WIRE,3664.17,2023-01-10 15:36:17,0,
1800,ACCT_00904,ACCT_01472,WIRE,1111.45,2023-01-10 15:41:47,0,
1801,ACCT_00104,ACCT_00162,CASH,563.86,2023-01-10 15:46:00,0,
1802,ACCT_01520,ACCT_01508,TRANSFER,4028.76,2023-01-10 15:47:15,0,
1803,ACCT_00814,ACCT_00032,WIRE,1718.18,2023-01-10 15:50:51,0,
1804,ACCT_01989,ACCT_01183,CHECK,2266.0,2023-01-10 16:01:23,0,
1805,ACCT_01473,ACCT_01728,WIRE,2751.08,2023-01-10 16:12:30,0,
1806,ACCT_00328,ACCT_01906,TRANSFER,393.13,2023-01-10 16:15:58,0,
1807,ACCT_01413,ACCT_01212,CASH,507.53,2023-01-10 16:17:55,0,
1808,ACCT_00256,ACCT_01248,TRANSFER,1665.61,2023-01-10 16:41:28,0,
1809,ACCT_00274,ACCT_00874,CASH,3544.49,2023-01-10 16:43:59,0,
1810,ACCT_00677,ACCT_00822,ACH,4957.62,2023-01-10 16:46:06,0,
1811,ACCT_00196,ACCT_01961,TRANSFER,4010.85,2023-01-10 16:48:51,0,
1812,ACCT_00100,ACCT_01919,CASH,4446.4,2023-01-10 16:49:40,0,
1813,ACCT_01013,ACCT_00124,WIRE,75.51,2023-01-10 17:25:34,0,
1814,ACCT_00048,ACCT_01061,ACH,3807.2,2023-01-10 17:36:39,0,
1815,ACCT_00226,ACCT_00583,TRANSFER,3757.89,2023-01-10 17:42:39,0,
1816,ACCT_00146,ACCT_01772,CHECK,2473.18,2023-01-10 17:49:51,0,
1817,ACCT_00175,ACCT_00151,TRANSFER,2402.63,2023-01-10 17:53:49,0,
1818,ACCT_01717,ACCT_01243,CASH,529.96,2023-01-10 18:01:36,0,
1819,ACCT_01596,ACCT_00345,CASH,1532.67,2023-01-10 18:02:34,0,
1820,ACCT_01436,ACCT_01789,CHECK,3629.56,2023-01-10 18:35:37,0,
1821,ACCT_01410,ACCT_00136,CHECK,3017.81,2023-01-10 18:50:17,0,
1822,ACCT_01978,ACCT_00042,WIRE,3945.8,2023-01-10 18:55:40,0,
1823,ACCT_00652,ACCT_00479,TRANSFER,1576.62,2023-01-10 19:02:17,0,
1824,ACCT_00127,ACCT_01060,CASH,4414.52,2023-01-10 19:08:47,0,
1825,ACCT_00897,ACCT_01880,CASH,4325.19,2023-01-10 19:09:23,0,
1826,ACCT_01283,ACCT_00006,CHECK,2544.23,2023-01-10 19:20:41,0,
1827,ACCT_00611,ACCT_01668,TRANSFER,341.3,2023-01-10 19:21:48,0,
1828,ACCT_01651,ACCT_01533,WIRE,4678.15,2023-01-10 19:26:56,0,
1829,ACCT_01232,ACCT_00845,ACH,3206.57,2023-01-10 19:43:07,0,
1830,ACCT_00988,ACCT_00218,TRANSFER,3011.91,2023-01-10 19:45:47,0,
1831,ACCT_00776,ACCT_01244,TRANSFER,493.93,2023-01-10 19:46:11,0,
1832,ACCT_01378,ACCT_01846,CASH,1410.25,2023-01-10 19:48:33,0,
1833,ACCT_00223,ACCT_00295,ACH,3845.85,2023-01-10 19:51:26,0,
1834,ACCT_01999,ACCT_00893,WIRE,1960.7,2023-01-10 19:51:35,0,
1835,ACCT_01297,ACCT_00330,WIRE,1032.72,2023-01-10 20:18:25,0,
1836,ACCT_01127,ACCT_00666,TRANSFER,3497.42,2023-01-10 20:30:09,0,
1837,ACCT_00077,ACCT_00544,CHECK,3937.19,2023-01-10 20:37:19,0,
1838,ACCT_01825,ACCT_01122,TRANSFER,1354.22,2023-01-10 20:39:00,0,
1839,ACCT_01635,ACCT_01626,CASH,1251.17,2023-01-10 21:20:22,0,
1840,ACCT_00483,ACCT_00274,CHECK,3627.41,2023-01-10 21:40:07,0,
1841,ACCT_01934,ACCT_01334,TRANSFER,3986.72,2023-01-10 21:51:37,0,
1842,ACCT_01711,ACCT_01635,TRANSFER,2911.94,2023-01-10 22:00:16,0,
1843,ACCT_01903,ACCT_00669,CHECK,3833.88,2023-01-10 22:00:22,0,
1844,ACCT_00698,ACCT_00816,CHECK,2974.66,2023-01-10 22:04:25,0,
1845,ACCT_00988,ACCT_01160,ACH,69.55,2023-01-10 22:11:26,0,
1846,ACCT_00833,ACCT_00501,CASH,1580.53,2023-01-10 22:14:17,0,
1847,ACCT_00375,ACCT_00573,CASH,4715.9,2023-01-10 22:15:21,0,
1848,ACCT_01782,ACCT_01002,CHECK,3151.7,2023-01-10 22:15:38,0,
1849,ACCT_01476,ACCT_00583,ACH,1844.5,2023-01-10 22:19:25,0,
1850,ACCT_01994,ACCT_00339,WIRE,695.85,2023-01-10 22:42:38,0,
1851,ACCT_00388,ACCT_00532,CASH,1988.78,2023-01-10 22:59:24,0,
1852,ACCT_01635,ACCT_01692,ACH,502.05,2023-01-10 23:01:12,0,
1853,ACCT_01203,ACCT_00646,TRANSFER,1979.65,2023-01-10 23:37:44,0,
1854,ACCT_01490,ACCT_01484,TRANSFER,4797.54,2023-01-10 23:42:02,0,
1855,ACCT_00881,ACCT_01214,ACH,4057.48,2023-01-10 23:44:12,0,
1856,ACCT_01735,ACCT_00552,CHECK,4153.24,2023-01-10 23:58:22,0,
1857,ACCT_01833,ACCT_01173,TRANSFER,4113.01,2023-01-10 23:59:07,0,
1858,ACCT_00495,ACCT_01876,ACH,36.59,2023-01-11 00:04:32,0,
1859,ACCT_01413,ACCT_00632,TRANSFER,1766.13,2023-01-11 00:05:25,0,
1860,ACCT_00211,ACCT_01027,CHECK,4071.47,2023-01-11 00:09:35,0,
1861,ACCT_00170,ACCT_00603,CASH,565.05,2023-01-11 00:16:51,0,
1862,ACCT_00426,ACCT_01812,CASH,4154.23,2023-01-11 00:23:24,0,
1863,ACCT_00708,ACCT_00352,CASH,4762.71,2023-01-11 00:29:42,0,
1864,ACCT_01158,ACCT_01830,CHECK,730.13,2023-01-11 00:38:48,0,
1865,ACCT_00591,ACCT_01403,CASH,1868.1,2023-01-11 00:39:51,0,
1866,ACCT_01752,ACCT_00644,CHECK,2541.84,2023-01-11 00:48:20,0,
1867,ACCT_00199,ACCT_00399,WIRE,3622.02,2023-01-11 00:52:41,0,
1868,ACCT_01100,ACCT_00173,ACH,4855.1,2023-01-11 01:03:46,0,
1869,ACCT_01698,ACCT_00174,CHECK,4143.21,2023-01-11 01:12:51,0,
1870,ACCT_01903,ACCT_00132,WIRE,3620.44,2023-01-11 01:19:18,0,
1871,ACCT_01585,ACCT_01586,CASH,2299.15,2023-01-11 01:23:23,0,
1872,ACCT_01159,ACCT_01825,WIRE,1723.71,2023-01-11 01:23:49,0,
1873,ACCT_01979,ACCT_01754,CHECK,4044.15,2023-01-11 01:26:05,0,
1874,ACCT_00243,ACCT_00590,CASH,2438.31,2023-01-11 01:31:26,0,
1875,ACCT_00017,ACCT_01309,CHECK,3829.97,2023-01-11 01:39:39,0,
1876,ACCT_01450,ACCT_00418,ACH,427.08,2023-01-11 01:41:28,0,
1877,ACCT_01379,ACCT_01108,ACH,3658.14,2023-01-11 01:42:36,0,
1878,ACCT_01438,ACCT_01321,ACH,4107.18,2023-01-11 01:52:51,0,
1879,ACCT_01549,ACCT_00999,CASH,4126.06,2023-01-11 02:08:35,0,
1880,ACCT_01136,ACCT_00683,TRANSFER,3642.95,2023-01-11 02:08:41,0,
1881,ACCT_01850,ACCT_01198,TRANSFER,3059.42,2023-01-11 02:11:04,0,
1882,ACCT_00318,ACCT_01368,CASH,141.53,2023-01-11 02:25:33,0,
1883,ACCT_00815,ACCT_01206,TRANSFER,4934.82,2023-01-11 02:26:33,0,
1884,ACCT_01385,ACCT_01714,ACH,864.97,2023-01-11 02:29:27,0,
1885,ACCT_01199,ACCT_00345,CHECK,3794.71,2023-01-11 02:36:14,0,
1886,ACCT_00801,ACCT_00922,ACH,4183.5,2023-01-11 02:41:55,0,
1887,ACCT_00948,ACCT_01227,CASH,494.77,2023-01-11 02:48:38,0,
1888,ACCT_01278,ACCT_01697,CHECK,104.17,2023-01-11 03:14:53,0,
1889,ACCT_01756,ACCT_01370,CHECK,1175.17,2023-01-11 03:22:30,0,
1890,ACCT_01601,ACCT_01704,WIRE,3911.47,2023-01-11 03:32:31,0,
1891,ACCT_01172,ACCT_01655,TRANSFER,4951.42,2023-01-11 03:40:41,0,
1892,ACCT_01317,ACCT_00499,WIRE,1874.62,2023-01-11 03:44:54,0,
1893,ACCT_00368,ACCT_00814,ACH,4958.56,2023-01-11 03:49:46,0,
1894,ACCT_00968,ACCT_01558,WIRE,232.59,2023-01-11 03:51:43,0,
1895,ACCT_01790,ACCT_01377,WIRE,4582.46,2023-01-11 04:00:16,0,
1896,ACCT_01818,ACCT_01627,ACH,45914.23,2023-01-11 04:11:55,1,ALERT_0035
1897,ACCT_00530,ACCT_00565,ACH,2259.94,2023-01-11 04:31:41,0,
1898,ACCT_00489,ACCT_00135,ACH,514.15,2023-01-11 04:34:55,0,
1899,ACCT_00640,ACCT_01151,CASH,3498.64,2023-01-11 05:09:48,0,
1900,ACCT_01236,ACCT_01886,WIRE,2013.81,2023-01-11 05:10:27,0,
1901,ACCT_01455,ACCT_01983,TRANSFER,3371.71,2023-01-11 05:31:55,0,
1902,ACCT_00960,ACCT_00392,CASH,776.29,2023-01-11 05:32:46,0,
1903,ACCT_01531,ACCT_01803,TRANSFER,3721.9,2023-01-11 05:36:20,0,
1904,ACCT_01340,ACCT_01050,WIRE,4328.68,2023-01-11 05:47:05,0,
1905,ACCT_01188,ACCT_00650,TRANSFER,2771.5,2023-01-11 06:11:19,0,
1906,ACCT_00001,ACCT_00134,CHECK,3088.07,2023-01-11 06:11:22,0,
1907,ACCT_00311,ACCT_01543,ACH,2114.39,2023-01-11 06:26:11,0,
1908,ACCT_00542,ACCT_01529,CHECK,2502.31,2023-01-11 06:31:30,0,
1909,ACCT_00872,ACCT_00247,CHECK,4045.17,2023-01-11 06:51:14,0,
1910,ACCT_00075,ACCT_00782,CASH,249.41,2023-01-11 06:51:59,0,
1911,ACCT_00471,ACCT_00506,ACH,541.65,2023-01-11 07:03:36,0,
1912,ACCT_01896,ACCT_00702,CASH,4701.21,2023-01-11 07:07:00,0,
1913,ACCT_01195,ACCT_01017,TRANSFER,3884.05,2023-01-11 07:10:20,0,
1914,ACCT_01978,ACCT_00660,ACH,4855.97,2023-01-11 07:14:27,0,
1915,ACCT_00355,ACCT_01951,WIRE,1409.18,2023-01-11 07:29:01,0,
1916,ACCT_00209,ACCT_00505,TRANSFER,2315.11,2023-01-11 07:31:26,0,
1917,ACCT_01977,ACCT_01157,CHECK,3229.41,2023-01-11 07:49:31,0,
1918,ACCT_01279,ACCT_01831,WIRE,1661.81,2023-01-11 07:52:47,0,
1919,ACCT_00237,ACCT_01632,WIRE,4505.15,2023-01-11 08:07:00,0,
1920,ACCT_00740,ACCT_00950,TRANSFER,3242.67,2023-01-11 08:11:41,0,
1921,ACCT_00400,ACCT_00712,ACH,1858.49,2023-01-11 08:23:20,0,
1922,ACCT_00615,ACCT_01382,ACH,2698.6,2023-01-11 08:28:40,0,
1923,ACCT_00918,ACCT_00931,CASH,1353.53,2023-01-11 08:44:48,0,
1924,ACCT_01528,ACCT_00008,TRANSFER,1732.86,2023-01-11 08:49:34,0,
1925,ACCT_00097,ACCT_01639,ACH,1819.65,2023-01-11 08:51:26,0,
1926,ACCT_00004,ACCT_00605,ACH,23679.62,2023-01-11 08:53:52,1,ALERT_0040
1927,ACCT_01060,ACCT_00611,TRANSFER,598.46,2023-01-11 09:01:09,0,
1928,ACCT_00595,ACCT_01528,CASH,619.88,2023-01-11 09:13:08,0,
1929,ACCT_00476,ACCT_00722,CHECK,3868.63,2023-01-11 09:27:49,0,
1930,ACCT_01457,ACCT_01009,WIRE,2990.41,2023-01-11 09:55:41,0,
1931,ACCT_01944,ACCT_00701,TRANSFER,3490.06,2023-01-11 09:58:20,0,
1932,ACCT_00192,ACCT_01282,ACH,2289.39,2023-01-11 10:02:04,0,
1933,ACCT_01181,ACCT_00435,ACH,4003.85,2023-01-11 10:02:27,0,
1934,ACCT_01914,ACCT_01392,CHECK,1625.06,2023-01-11 10:03:26,0,
1935,ACCT_00949,ACCT_00162,TRANSFER,4764.56,2023-01-11 10:05:44,0,
1936,ACCT_00267,ACCT_01627,TRANSFER,13106.32,2023-01-11 10:07:26,1,ALERT_0035
1937,ACCT_01713,ACCT_00584,TRANSFER,103.63,2023-01-11 10:07:38,0,
1938,ACCT_01560,ACCT_01545,TRANSFER,981.49,2023-01-11 10:09:13,0,
1939,ACCT_01192,ACCT_01290,CHECK,786.65,2023-01-11 10:15:39,0,
1940,ACCT_01988,ACCT_00400,WIRE,1021.31,2023-01-11 10:40:55,0,
1941,ACCT_01694,ACCT_01099,CHECK,3920.35,2023-01-11 10:43:56,0,
1942,ACCT_01702,ACCT_00083,CASH,4669.48,2023-01-11 10:52:33,0,
1943,ACCT_00763,ACCT_01753,TRANSFER,666.66,2023-01-11 11:10:33,0,
