account_id,linked_customer_id,bank_id,first_seen_timestamp,last_seen_timestamp,real_txn_count,synthetic_txn_count,total_transaction_count,background_real_laundering_count
801DD5140,801DD5140,33671,2022/09/01 00:06,2022/09/01 00:06,1,0,1,0
801DFB5B0,801DFB5B0,12513,2022/09/01 00:08,2022/09/01 00:08,1,0,1,0
801E2B3B0,,23885,2022/09/01 12:14,2022/09/10 18:35,11,0,11,0
801E47D80,,1655,2022/09/01 03:26,2022/09/10 20:54,33,0,33,0
801E6A920,801E6A920,12963,2022/09/01 02:12,2022/09/10 02:38,4,0,4,0
801EC0260,801EC0260,12963,2022/09/01 00:04,2022/09/10 22:58,77,0,77,0
801EC55D0,,23555,2022/09/01 00:07,2022/09/09 10:20,11,0,11,0
801ED4980,801ED4980,3514,2022/09/01 00:09,2022/09/10 08:20,87,0,87,0
801ED61F0,,2915,2022/09/01 00:04,2022/09/10 09:14,71,0,71,0
801EE2770,,33466,2022/09/01 21:04,2022/09/01 21:04,1,0,1,0
801F2E1A0,801F2E1A0,31634,2022/09/02 23:06,2022/09/09 22:53,2,0,2,0
801F69530,801F69530,11318,2022/09/01 06:43,2022/09/09 18:59,23,0,23,0
802021CD0,,1467,2022/09/01 10:03,2022/09/10 23:46,36,0,36,1
8020D3EF0,,34148,2022/09/02 17:25,2022/09/09 04:59,2,0,2,0
8021008F0,,5365,2022/09/01 08:45,2022/09/10 08:43,24,0,24,0
802119C10,802119C10,32489,2022/09/01 12:48,2022/09/01 12:48,1,0,1,0
802145270,,12,2022/09/01 18:26,2022/09/09 09:16,12,0,12,0
80216EE30,,1267,2022/09/01 00:00,2022/09/09 21:57,60,0,60,0
802184880,802184880,4259,2022/09/01 00:02,2022/09/09 20:15,38,0,38,0
802186F50,,5329,2022/09/01 00:00,2022/09/09 04:19,11,0,11,0
8021FFD30,8021FFD30,23885,2022/09/01 00:06,2022/09/10 23:48,6,0,6,0
802213DF0,802213DF0,23555,2022/09/01 00:00,2022/09/10 23:57,79,0,79,0
802222410,802222410,31082,2022/09/01 20:26,2022/09/01 20:26,1,0,1,0
8022480A0,,21258,2022/09/01 03:22,2022/09/09 19:03,33,0,33,0
80224CAA0,80224CAA0,25637,2022/09/01 00:17,2022/09/06 18:25,3,0,3,0
80226A860,80226A860,35822,2022/09/01 00:02,2022/09/01 00:02,1,0,1,0
80226C4C0,80226C4C0,14549,2022/09/01 00:10,2022/09/03 00:51,2,0,2,0
80227A210,,4242,2022/09/01 00:00,2022/09/10 19:52,80,0,80,0
80231C910,,12004,2022/09/01 00:10,2022/09/09 15:52,3,0,3,0
80234CE50,,11657,2022/09/01 00:05,2022/09/10 19:29,120,0,120,0
8023C1EF0,,32006,2022/09/01 00:24,2022/09/01 00:24,1,0,1,0
8023ED8B0,8023ED8B0,12,2022/09/01 00:00,2022/09/10 20:59,36,0,36,1
8024139F0,,5328,2022/09/01 00:13,2022/09/10 04:24,38,0,38,0
802422010,,14325,2022/09/01 00:16,2022/09/10 19:53,108,0,108,0
80247BB70,80247BB70,13345,2022/09/01 00:27,2022/09/10 16:54,70,0,70,0
802486E50,802486E50,3923,2022/09/02 05:30,2022/09/09 00:02,2,0,2,0
8025239F0,8025239F0,14290,2022/09/01 00:13,2022/09/10 11:27,57,0,57,0
80252EF80,80252EF80,513,2022/09/01 00:13,2022/09/09 19:18,8,0,8,0
80254A380,80254A380,6010,2022/09/01 00:10,2022/09/01 00:23,2,0,2,0
80254F920,,23885,2022/09/01 00:00,2022/09/10 00:57,32,0,32,0
802569B30,802569B30,13554,2022/09/01 00:20,2022/09/09 01:23,31,0,31,0
80257A2F0,,1669,2022/09/01 00:03,2022/09/10 15:12,121,0,121,0
8025AFB80,8025AFB80,32112,2022/09/02 19:52,2022/09/09 00:13,2,0,2,0
8025BE730,8025BE730,3432,2022/09/01 07:13,2022/09/01 07:13,1,0,1,0
8025F9120,8025F9120,1501,2022/09/01 16:48,2022/09/09 00:19,4,0,4,0
802605BB0,,35023,2022/09/02 15:41,2022/09/09 00:41,2,0,2,0
802657F70,,35754,2022/09/02 04:17,2022/09/09 02:46,2,0,2,0
80265BCB0,80265BCB0,12797,2022/09/01 00:27,2022/09/10 14:50,74,0,74,0
8026B3760,8026B3760,1601,2022/09/01 14:37,2022/09/09 21:15,16,0,16,0
8026ED8D0,8026ED8D0,25768,2022/09/01 02:13,2022/09/01 13:28,2,0,2,0
80271DB90,80271DB90,1669,2022/09/01 06:03,2022/09/01 06:03,1,0,1,0
802742B50,,11296,2022/09/01 00:07,2022/09/09 22:26,45,0,45,0
8027CD110,,21940,2022/09/01 08:44,2022/09/10 14:29,75,0,75,0
8027F18F0,8027F18F0,33877,2022/09/01 15:11,2022/09/01 15:11,1,0,1,0
802824F50,,4259,2022/09/01 00:09,2022/09/09 11:57,4,0,4,0
80284C550,,3214,2022/09/02 16:20,2022/09/09 14:18,2,0,2,0
80286D280,,3149,2022/09/01 13:05,2022/09/09 05:28,18,0,18,0
8029176F0,,13858,2022/09/01 00:25,2022/09/09 11:20,5,0,5,0
802959F80,802959F80,5466,2022/09/10 21:56,2022/09/10 21:56,1,0,1,0
802980380,802980380,1502,2022/09/01 10:13,2022/09/10 05:22,2,0,2,0
8029AFBC0,,26860,2022/09/01 00:00,2022/09/10 14:44,48,0,48,0
8029DCFF0,,5329,2022/09/01 00:00,2022/09/10 13:24,105,0,105,0
8029ED1D0,,12004,2022/09/01 00:10,2022/09/09 22:08,56,0,56,0
802A7F590,,11852,2022/09/01 00:01,2022/09/09 16:56,52,0,52,0
802AF4F20,,13516,2022/09/01 04:41,2022/09/01 04:41,1,0,1,0
802B23240,802B23240,13858,2022/09/01 00:06,2022/09/09 14:51,46,0,46,0
802B59400,802B59400,1047,2022/09/01 00:01,2022/09/05 02:29,4,0,4,0
802B8DF60,802B8DF60,27444,2022/09/01 00:10,2022/09/09 18:27,46,0,46,0
802BCFE40,802BCFE40,27444,2022/09/01 00:20,2022/09/10 10:04,86,0,86,0
802C38840,,11974,2022/09/01 00:03,2022/09/09 22:25,25,0,25,0
802C439B0,802C439B0,2439,2022/09/01 00:30,2022/09/10 14:25,174,0,174,0
802C48E80,,14549,2022/09/01 00:04,2022/09/01 18:09,2,0,2,0
802C54340,802C54340,1,2022/09/01 00:21,2022/09/01 00:21,1,0,1,0
802C54C70,,2454,2022/09/01 11:59,2022/09/09 22:22,22,0,22,0
802C69C80,802C69C80,26624,2022/09/01 11:06,2022/09/09 11:49,15,0,15,0
802C70BB0,,11852,2022/09/01 16:27,2022/09/09 12:45,9,0,9,0
802C8CF10,802C8CF10,33202,2022/09/02 03:47,2022/09/09 22:22,2,0,2,0
802CCE400,,2991,2022/09/01 00:04,2022/09/10 10:24,63,0,63,0
802CE3B10,,311093,2022/09/02 20:08,2022/09/09 18:08,2,0,2,0
802D1E340,802D1E340,25768,2022/09/01 00:19,2022/09/10 00:28,27,0,27,0
802D21160,802D21160,23344,2022/09/01 00:00,2022/09/01 00:18,3,0,3,0
802D53880,,16788,2022/09/01 00:22,2022/09/09 18:19,11,0,11,0
802D76360,802D76360,23691,2022/09/01 00:10,2022/09/09 02:34,18,0,18,0
802D85170,,1916,2022/09/01 12:42,2022/09/10 00:57,23,0,23,0
802DC94C0,802DC94C0,27288,2022/09/01 00:08,2022/09/10 11:57,72,0,72,0
802ED8920,,33369,2022/09/01 15:51,2022/09/01 15:51,1,0,1,0
802EFA860,802EFA860,16847,2022/09/01 00:06,2022/09/10 16:12,64,0,64,0
802F3C9E0,,27140,2022/09/01 23:53,2022/09/09 19:27,4,0,4,0
802F56080,,3045,2022/09/01 00:03,2022/09/10 00:22,32,0,32,0
802FA7310,802FA7310,1686,2022/09/01 00:13,2022/09/01 00:13,1,0,1,0
802FAD250,802FAD250,1,2022/09/01 04:02,2022/09/10 22:53,104,0,104,0
802FB2C20,,16163,2022/09/01 00:09,2022/09/09 17:13,10,0,10,0
803009080,803009080,18097,2022/09/01 00:02,2022/09/10 13:59,95,0,95,0
80302EEC0,,18107,2022/09/01 00:24,2022/09/10 04:56,36,0,36,0
803042E00,803042E00,15980,2022/09/01 05:23,2022/09/10 11:36,58,0,58,0
8030774A0,,38237,2022/09/02 05:27,2022/09/09 12:31,2,0,2,0
8030DCBC0,,5394,2022/09/02 13:13,2022/09/09 08:44,2,0,2,0
8030F0360,,5627,2022/09/01 00:04,2022/09/09 14:51,85,0,85,0
803145180,803145180,20,2022/09/01 00:09,2022/09/10 08:32,44,0,44,0
80314B220,,38211,2022/09/02 22:05,2022/09/09 12:22,2,0,2,0
80315FCD0,80315FCD0,38408,2022/09/01 10:11,2022/09/01 10:11,1,0,1,0
803165370,803165370,27217,2022/09/01 02:01,2022/09/10 00:48,76,0,76,0
803193DC0,,21611,2022/09/01 00:03,2022/09/10 05:21,32,0,32,0
8031B7E50,8031B7E50,2845,2022/09/01 07:51,2022/09/09 05:11,2,0,2,0
8031E6280,,14,2022/09/01 00:28,2022/09/10 14:59,24,0,24,2
803209820,803209820,8539,2022/09/01 00:08,2022/09/10 13:06,44,0,44,0
803220930,,28627,2022/09/01 00:00,2022/09/05 10:29,19,0,19,0
80323AB50,80323AB50,35750,2022/09/02 05:55,2022/09/09 14:11,2,0,2,0
803247FE0,803247FE0,11318,2022/09/01 00:12,2022/09/01 12:26,2,0,2,0
8032980A0,,16224,2022/09/01 09:11,2022/09/10 15:05,25,0,25,0
8032FD420,8032FD420,1688,2022/09/01 00:05,2022/09/10 15:02,44,0,44,0
80330D740,,13037,2022/09/01 00:11,2022/09/01 00:21,2,0,2,0
80330E030,80330E030,34189,2022/09/01 00:00,2022/09/01 00:00,1,0,1,0
80330EE20,,18549,2022/09/01 00:12,2022/09/10 08:57,49,0,49,0
80338A4A0,80338A4A0,3698,2022/09/01 00:18,2022/09/10 21:57,2,0,2,0
80339F5C0,80339F5C0,3529,2022/09/02 10:37,2022/09/09 09:33,2,0,2,0
80339FB50,80339FB50,33887,2022/09/02 03:29,2022/09/09 11:21,2,0,2,0
803419FE0,,34311,2022/09/01 10:06,2022/09/01 10:06,1,0,1,0
803421B00,803421B00,1244,2022/09/01 20:44,2022/09/12 09:29,3,0,3,1
80345B9D0,80345B9D0,2843,2022/09/01 00:04,2022/09/10 21:05,72,0,72,0
8034690C0,,28827,2022/09/01 15:02,2022/09/01 23:47,2,0,2,0
80347F740,80347F740,31788,2022/09/02 03:27,2022/09/09 14:47,2,0,2,0
8034B3590,8034B3590,27241,2022/09/01 05:46,2022/09/09 06:52,4,0,4,0
80352A280,80352A280,4866,2022/09/01 00:16,2022/09/09 23:23,20,0,20,0
80353C7D0,80353C7D0,3957,2022/09/02 10:15,2022/09/09 14:56,2,0,2,0
803591B90,803591B90,39083,2022/09/02 16:21,2022/09/09 20:23,2,0,2,0
80359D740,80359D740,3242,2022/09/01 00:11,2022/09/01 00:11,1,0,1,0
80359D790,,36543,2022/09/02 07:07,2022/09/09 00:45,2,0,2,0
80359FC90,80359FC90,1688,2022/09/01 01:29,2022/09/10 02:45,77,0,77,0
8035A9A50,8035A9A50,1267,2022/09/01 00:00,2022/09/10 21:57,92,0,92,0
8035C92F0,,312273,2022/09/01 00:22,2022/09/09 04:42,3,0,3,0
80363F890,,36182,2022/09/01 04:41,2022/09/01 04:41,1,0,1,0
80365A670,,38146,2022/09/01 19:17,2022/09/01 19:17,1,0,1,0
80366E4D0,,1267,2022/09/01 04:11,2022/09/09 22:22,47,0,47,0
8036AB9F0,,18097,2022/09/01 04:45,2022/09/10 16:57,67,0,67,0
8036F7090,,23146,2022/09/01 11:09,2022/09/01 11:09,1,0,1,0
8036FA980,,2843,2022/09/01 00:10,2022/09/09 18:33,37,0,37,0
80371B600,80371B600,28827,2022/09/01 00:00,2022/09/09 18:20,44,0,44,0
80371D940,,24132,2022/09/01 00:24,2022/09/09 08:22,4,0,4,0
80373DB80,80373DB80,12,2022/09/01 00:28,2022/09/09 03:58,5,0,5,0
8037467C0,,32073,2022/09/01 11:32,2022/09/01 11:32,1,0,1,0
803767D50,803767D50,8888,2022/09/01 00:17,2022/09/09 01:44,46,0,46,0
80376F850,80376F850,16163,2022/09/01 00:03,2022/09/10 12:57,63,0,63,0
803771ED0,803771ED0,2952,2022/09/01 00:07,2022/09/09 09:33,36,0,36,0
803782210,803782210,17222,2022/09/01 00:00,2022/09/10 08:58,26,0,26,0
8037BF510,,3149,2022/09/01 07:49,2022/09/09 23:32,7,0,7,0
8037DC160,,9209,2022/09/01 21:26,2022/09/08 00:01,3,0,3,0
80382B300,,15,2022/09/01 00:02,2022/09/10 22:37,199,0,199,0
8038536F0,,29467,2022/09/01 00:05,2022/09/01 00:05,1,0,1,0
803864B70,803864B70,24,2022/09/01 00:22,2022/09/01 09:25,2,0,2,0
80387B870,80387B870,15,2022/09/01 00:22,2022/09/01 03:46,2,0,2,0
803946150,803946150,18097,2022/09/01 00:04,2022/09/09 21:29,15,0,15,0
80396EF00,80396EF00,21611,2022/09/01 00:23,2022/09/01 00:27,2,0,2,0
8039B60D0,,21,2022/09/01 00:04,2022/09/10 21:22,54,0,54,0
8039D99E0,8039D99E0,15,2022/09/01 00:01,2022/09/01 00:24,3,0,3,0
8039FEDD0,8039FEDD0,39866,2022/09/01 04:51,2022/09/01 04:51,1,0,1,0
803A287E0,,38660,2022/09/02 14:10,2022/09/09 09:04,2,0,2,0
803A2F0E0,,18549,2022/09/02 06:30,2022/09/09 16:30,2,0,2,0
803A32400,,16031,2022/09/01 00:16,2022/09/03 20:09,2,0,2,0
803A43310,803A43310,15,2022/09/01 12:05,2022/09/09 14:23,14,0,14,0
803A544E0,,12,2022/09/01 00:26,2022/09/09 11:01,2,0,2,0
803A663B0,803A663B0,27444,2022/09/01 17:03,2022/09/01 17:03,1,0,1,0
803A7F390,803A7F390,39564,2022/09/01 00:29,2022/09/09 21:03,3,0,3,0
803AC4350,803AC4350,13145,2022/09/01 16:42,2022/09/09 09:24,14,0,14,0
803AC7250,,1420,2022/09/01 00:10,2022/09/10 00:07,6,0,6,0
803AD7C30,,3698,2022/09/01 01:55,2022/09/10 23:49,62,0,62,0
803AFBCD0,803AFBCD0,19925,2022/09/01 00:20,2022/09/10 01:54,50,0,50,0
803B44970,,24,2022/09/01 00:01,2022/09/10 00:19,15,0,15,0
803B8C4E0,803B8C4E0,10099,2022/09/01 04:00,2022/09/10 12:59,51,0,51,0
803B965F0,803B965F0,34342,2022/09/02 13:24,2022/09/09 05:36,2,0,2,0
803BB9EA0,,25536,2022/09/01 00:02,2022/09/09 23:53,4,0,4,0
803BF42C0,,37564,2022/09/02 10:00,2022/09/09 00:10,2,0,2,0
803C35FE0,,21,2022/09/01 00:06,2022/09/09 19:37,19,0,19,0
803C4D790,,210261,2022/09/01 00:27,2022/09/10 19:58,24,0,24,0
803C84C10,803C84C10,701,2022/09/01 00:29,2022/09/01 21:35,3,0,3,0
803C907F0,,11107,2022/09/01 00:19,2022/09/10 23:41,21,0,21,0
803CABBA0,803CABBA0,3229,2022/09/01 00:08,2022/09/03 06:40,2,0,2,0
803CD6B50,,310329,2022/09/02 20:15,2022/09/09 18:43,2,0,2,0
803CDAE00,803CDAE00,34906,2022/09/02 07:58,2022/09/09 22:25,2,0,2,0
803CE0561,803CE0561,3489,2022/09/01 22:21,2022/09/01 22:21,1,0,1,0
803CEB180,803CEB180,5425,2022/09/01 00:09,2022/09/10 11:24,42,0,42,0
803CF8F30,,36046,2022/09/01 06:27,2022/09/01 06:27,1,0,1,0
803D02E30,,26818,2022/09/01 00:05,2022/09/09 23:41,50,0,50,0
803D1C990,803D1C990,14290,2022/09/01 06:41,2022/09/02 19:50,4,0,4,0
803D23610,803D23610,16431,2022/09/01 01:12,2022/09/09 10:06,4,0,4,0
803D69350,803D69350,3051,2022/09/01 00:11,2022/09/06 04:15,2,0,2,0
803D83D80,,26463,2022/09/01 00:23,2022/09/02 03:03,3,0,3,0
803D9B130,,10060,2022/09/01 00:11,2022/09/09 07:48,13,0,13,0
803E2FA50,803E2FA50,4403,2022/09/01 07:41,2022/09/10 07:23,52,0,52,0
803E419B0,803E419B0,16163,2022/09/01 00:14,2022/09/10 00:34,45,0,45,0
803E4D2C0,,6129,2022/09/01 00:17,2022/09/10 00:28,23,0,23,0
803E54D80,,15,2022/09/01 00:23,2022/09/10 09:13,61,0,61,0
803ECA7F0,803ECA7F0,24,2022/09/01 08:04,2022/09/10 08:54,37,0,37,0
803ED0780,803ED0780,12719,2022/09/01 00:44,2022/09/10 00:44,28,0,28,0
803F30090,803F30090,9665,2022/09/01 00:27,2022/09/09 18:56,3,0,3,0
803F590A0,,210261,2022/09/01 00:04,2022/09/10 08:25,79,0,79,0
803FAA9E0,,24,2022/09/01 18:03,2022/09/11 17:36,2,0,2,1
803FBC2F0,,310330,2022/09/01 00:04,2022/09/01 00:04,1,0,1,0
804025CB0,804025CB0,13145,2022/09/01 00:23,2022/09/09 14:52,9,0,9,0
804033B80,804033B80,10099,2022/09/01 00:22,2022/09/10 11:06,57,0,57,0
80403FE40,80403FE40,9679,2022/09/02 02:04,2022/09/09 02:59,4,0,4,0
8040D99A0,8040D99A0,310644,2022/09/02 03:32,2022/09/09 03:26,2,0,2,0
80412B270,,19593,2022/09/01 11:15,2022/09/01 11:15,1,0,1,0
804163860,,9679,2022/09/01 03:08,2022/09/09 14:57,6,0,6,0
8041C1790,8041C1790,3229,2022/09/01 00:26,2022/09/10 00:27,38,0,38,0
8041E8A10,,28694,2022/09/01 00:29,2022/09/02 00:20,5,0,5,0
8042127F0,8042127F0,11904,2022/09/01 10:20,2022/09/10 03:54,40,0,40,0
80423D550,,10060,2022/09/01 00:06,2022/09/09 22:26,8,0,8,0
80426EF50,80426EF50,31722,2022/09/01 00:20,2022/09/01 00:20,1,0,1,0
8042CDCE0,8042CDCE0,18549,2022/09/01 00:21,2022/09/01 01:30,2,0,2,0
80432B8A0,80432B8A0,31889,2022/09/02 02:03,2022/09/09 21:49,2,0,2,0
80436F220,,311451,2022/09/01 00:11,2022/09/01 00:11,1,0,1,0
8043B1D00,8043B1D00,3239,2022/09/01 05:30,2022/09/01 05:30,1,0,1,0
8043E1CF0,,10656,2022/09/01 00:18,2022/09/08 11:54,9,0,9,0
8043F4E40,,1457,2022/09/01 00:02,2022/09/10 09:33,58,0,58,0
804405680,804405680,311574,2022/09/02 19:06,2022/09/09 21:35,2,0,2,0
80440B4D0,80440B4D0,15,2022/09/01 00:01,2022/09/02 22:22,3,0,3,0
804438E30,804438E30,29467,2022/09/01 05:51,2022/09/08 03:10,2,0,2,0
804474D60,,310041,2022/09/02 01:16,2022/09/09 12:04,2,0,2,0
80448BEB0,,39538,2022/09/02 23:04,2022/09/09 23:44,2,0,2,0
80451BD80,80451BD80,9129,2022/09/01 02:44,2022/09/10 00:13,23,0,23,0
80455FA80,80455FA80,310097,2022/09/02 05:47,2022/09/09 03:02,2,0,2,0
8045722E0,8045722E0,210261,2022/09/01 00:05,2022/09/10 18:14,34,0,34,0
8045AFF90,8045AFF90,11471,2022/09/01 16:26,2022/09/10 13:29,11,0,11,0
8045F1DC0,,15,2022/09/01 10:21,2022/09/10 00:07,22,0,22,0
80460D080,80460D080,111031,2022/09/01 11:44,2022/09/04 09:20,3,0,3,0
804615740,,21,2022/09/01 00:05,2022/09/10 00:05,11,0,11,0
80462D920,,311914,2022/09/02 21:21,2022/09/09 22:45,2,0,2,0
8046FC600,8046FC600,210972,2022/09/01 00:21,2022/09/09 08:23,39,0,39,0
80472A200,,12129,2022/09/01 00:02,2022/09/07 03:51,3,0,3,0
804752C40,804752C40,5394,2022/09/01 00:19,2022/09/10 14:12,32,0,32,0
804761100,,36782,2022/09/02 01:51,2022/09/09 23:31,2,0,2,0
804790520,804790520,71,2022/09/01 03:05,2022/09/10 17:32,110,0,110,0
80489D1B0,80489D1B0,18107,2022/09/01 00:02,2022/09/01 07:58,2,0,2,0
8049060A0,8049060A0,31515,2022/09/01 18:59,2022/09/01 18:59,1,0,1,0
80491CDA0,,17425,2022/09/01 15:38,2022/09/09 20:17,19,0,19,0
80493D3F0,80493D3F0,23833,2022/09/01 00:07,2022/09/10 17:10,79,0,79,0
80494B350,,22736,2022/09/01 00:11,2022/09/09 21:56,28,0,28,0
80495B1F0,,24963,2022/09/01 00:01,2022/09/02 09:21,4,0,4,0
8049926C0,8049926C0,2439,2022/09/01 05:36,2022/09/09 15:23,15,0,15,0
8049AAD00,,7,2022/09/01 00:14,2022/09/01 00:23,2,0,2,0
8049AF0E1,8049AF0E1,16,2022/09/02 19:22,2022/09/09 14:54,2,0,2,0
8049EF700,,71,2022/09/01 03:59,2022/09/01 13:57,2,0,2,0
8049F2760,,112064,2022/09/01 17:39,2022/09/01 23:07,2,0,2,0
804A36990,804A36990,212789,2022/09/01 00:15,2022/09/10 23:55,38,0,38,0
804A4DE80,,112497,2022/09/01 07:45,2022/09/09 23:19,19,0,19,0
804A53B10,,16,2022/09/01 00:26,2022/09/09 13:20,16,0,16,0
804A97D30,,3,2022/09/01 00:08,2022/09/10 22:21,99,0,99,0
804AB3D60,804AB3D60,6,2022/09/01 17:44,2022/09/06 19:18,2,0,2,0
804AD1260,804AD1260,112064,2022/09/01 09:01,2022/09/01 09:01,1,0,1,0
804AF2070,,28800,2022/09/02 04:19,2022/09/09 18:33,4,0,4,0
804B5A690,804B5A690,3,2022/09/01 02:39,2022/09/10 22:39,129,0,129,0
804B79470,804B79470,212789,2022/09/01 00:20,2022/09/09 13:44,18,0,18,0
804BAF8B0,,312744,2022/09/01 00:24,2022/09/09 10:54,3,0,3,0
804C23650,,7,2022/09/01 08:38,2022/09/09 05:27,15,0,15,0
804C3BDE0,804C3BDE0,312672,2022/09/01 00:22,2022/09/09 12:35,3,0,3,0
804CA5120,,312774,2022/09/01 03:39,2022/09/01 03:39,1,0,1,0
804CBC400,804CBC400,6,2022/09/01 21:24,2022/09/07 01:45,3,0,3,0
804CEBB50,,312668,2022/09/01 00:17,2022/09/01 00:17,1,0,1,0
804D4BD90,,212818,2022/09/01 16:18,2022/09/08 00:15,2,0,2,0
804D6ABC0,,13029,2022/09/01 00:33,2022/09/10 09:49,49,0,49,0
804DE7670,804DE7670,18015,2022/09/01 00:18,2022/09/09 16:28,20,0,20,0
804E0D2F0,804E0D2F0,312729,2022/09/02 03:43,2022/09/09 17:59,2,0,2,0
804E90950,804E90950,17425,2022/09/01 00:17,2022/09/09 21:58,6,0,6,0
804EB3430,,11657,2022/09/01 00:14,2022/09/01 09:51,2,0,2,0
804ED4F60,804ED4F60,26860,2022/09/01 00:17,2022/09/09 02:13,21,0,21,0
804F15F00,804F15F00,13154,2022/09/01 22:06,2022/09/09 19:45,8,0,8,0
804F250D0,,16,2022/09/01 00:06,2022/09/10 10:47,38,0,38,0
804F4CAD0,804F4CAD0,13184,2022/09/01 00:11,2022/09/09 18:36,15,0,15,0
80502CDE0,80502CDE0,313827,2022/09/01 00:28,2022/09/01 00:28,1,0,1,0
805051500,,312647,2022/09/01 00:11,2022/09/01 00:11,1,0,1,0
80506FDC0,,8455,2022/09/01 00:11,2022/09/09 21:19,32,0,32,0
805078010,805078010,313880,2022/09/02 03:05,2022/09/09 17:45,2,0,2,0
8050A91B0,,113090,2022/09/01 14:52,2022/09/01 14:52,1,0,1,0
8050C7EB0,,212818,2022/09/01 18:14,2022/09/09 20:00,3,0,3,0
8050CFE80,8050CFE80,13078,2022/09/01 00:06,2022/09/10 12:51,23,0,23,0
8050D3100,,313928,2022/09/01 13:52,2022/09/01 13:52,1,0,1,0
805118F30,,28827,2022/09/01 00:53,2022/09/01 15:11,2,0,2,0
805125E70,805125E70,15980,2022/09/01 00:03,2022/09/10 10:06,50,0,50,0
8051494B0,8051494B0,13265,2022/09/01 00:18,2022/09/10 00:51,63,0,63,0
805198DA0,805198DA0,111433,2022/09/01 07:04,2022/09/10 13:17,140,0,140,0
805206A60,,21940,2022/09/02 05:06,2022/09/09 06:20,3,0,3,0
8052231B0,,1457,2022/09/01 00:03,2022/09/10 06:45,93,0,93,0
80526DAB0,80526DAB0,10709,2022/09/01 00:21,2022/09/09 09:08,4,0,4,0
805295B50,,15863,2022/09/01 00:12,2022/09/01 13:51,2,0,2,0
8052B8150,,21940,2022/09/01 00:12,2022/09/09 02:20,9,0,9,0
8052D3220,8052D3220,36222,2022/09/01 09:42,2022/09/01 09:42,1,0,1,0
805314C00,805314C00,11471,2022/09/01 04:29,2022/09/10 21:22,64,0,64,0
805380DD0,,312969,2022/09/01 00:04,2022/09/09 08:43,3,0,3,0
8053B9F70,,112497,2022/09/01 00:09,2022/09/10 00:29,31,0,31,0
8053E3C30,8053E3C30,33782,2022/09/02 12:12,2022/09/09 08:53,2,0,2,0
8053FA9E0,8053FA9E0,1,2022/09/01 00:19,2022/09/02 22:07,2,0,2,0
805441E00,805441E00,112989,2022/09/01 00:01,2022/09/09 17:41,18,0,18,0
8054A7A50,,12,2022/09/01 20:18,2022/09/01 20:18,1,0,1,0
8054C97C0,8054C97C0,13029,2022/09/02 09:26,2022/09/09 12:50,4,0,4,0
805571620,805571620,111443,2022/09/01 00:03,2022/09/10 13:37,44,0,44,0
805592110,,6129,2022/09/01 00:13,2022/09/10 23:39,89,0,89,0
8055AFD70,8055AFD70,113685,2022/09/01 07:03,2022/09/10 22:18,142,0,142,0
805624DD0,805624DD0,13029,2022/09/01 00:19,2022/09/09 21:59,5,0,5,0
805694570,,19318,2022/09/01 00:20,2022/09/09 23:41,15,0,15,0
805703500,805703500,210404,2022/09/01 00:07,2022/09/10 23:59,76,0,76,0
80570D870,80570D870,12893,2022/09/01 00:06,2022/09/10 09:15,43,0,43,0
805718760,805718760,32561,2022/09/02 16:35,2022/09/09 19:09,2,0,2,0
805769430,805769430,5175,2022/09/01 09:01,2022/09/09 07:20,14,0,14,0
805780E50,,315022,2022/09/02 12:46,2022/09/09 19:18,2,0,2,0
80579A160,,15964,2022/09/01 04:59,2022/09/10 16:02,42,0,42,0
8058306B0,,114674,2022/09/01 00:01,2022/09/10 17:50,5,0,5,0
80585F000,,114590,2022/09/01 00:08,2022/09/01 10:26,2,0,2,0
805866C00,,39604,2022/09/01 11:45,2022/09/01 11:45,1,0,1,0
805876630,,313061,2022/09/02 11:09,2022/09/09 00:19,2,0,2,0
8058DA430,,112064,2022/09/01 06:13,2022/09/10 17:28,86,0,86,0
8058E6590,,314418,2022/09/01 00:00,2022/09/01 00:00,1,0,1,0
805951600,805951600,13157,2022/09/01 00:18,2022/09/01 19:08,2,0,2,0
8059B7520,,6,2022/09/01 00:18,2022/09/10 18:08,32,0,32,0
8059BA5E0,8059BA5E0,13157,2022/09/01 00:03,2022/09/10 06:26,25,0,25,0
8059D7D00,8059D7D00,21550,2022/09/01 06:00,2022/09/09 23:11,29,0,29,0
805A0CB50,805A0CB50,795,2022/09/01 00:01,2022/09/10 19:53,44,0,44,0
805A0F8B0,805A0F8B0,315499,2022/09/01 00:08,2022/09/01 00:08,1,0,1,0
805A21C10,,112064,2022/09/01 00:07,2022/09/05 22:47,4,0,4,0
805A24290,805A24290,12,2022/09/01 01:31,2022/09/09 02:19,14,0,14,0
805A66D50,,32241,2022/09/01 00:18,2022/09/01 00:18,1,0,1,0
805A9ED50,805A9ED50,11296,2022/09/01 02:26,2022/09/09 18:40,4,0,4,0
805AB6580,805AB6580,17861,2022/09/01 00:04,2022/09/01 23:14,2,0,2,0
805ABB2E0,,5329,2022/09/01 11:27,2022/09/01 11:27,1,0,1,0
805B018C0,,8074,2022/09/01 00:10,2022/09/09 17:17,4,0,4,0
805B11C10,,14290,2022/09/01 00:27,2022/09/09 21:34,9,0,9,0
805B26EA0,805B26EA0,113685,2022/09/01 00:21,2022/09/10 00:28,3,0,3,0
